sensor_name,date,time_block,detections,unique_devices,time_label,datetime_label
U-07,2020-07-17,1,696,161,04-08,2020-07-17 04-08
U-07,2020-07-17,2,2324,605,08-12,2020-07-17 08-12
U-07,2020-07-17,3,4222,1011,12-16,2020-07-17 12-16
U-07,2020-07-17,4,5572,1382,16-20,2020-07-17 16-20
U-07,2020-07-17,5,6073,1449,20-24,2020-07-17 20-24
U-07,2020-07-18,0,1994,499,00-04,2020-07-18 00-04
U-07,2020-07-18,1,777,175,04-08,2020-07-18 04-08
U-07,2020-07-18,2,1846,528,08-12,2020-07-18 08-12
U-07,2020-07-18,3,6002,1282,12-16,2020-07-18 12-16
U-07,2020-07-18,4,6210,1381,16-20,2020-07-18 16-20
U-07,2020-07-18,5,5134,1158,20-24,2020-07-18 20-24
U-07,2020-07-19,0,2307,408,00-04,2020-07-19 00-04
U-07,2020-07-19,1,708,136,04-08,2020-07-19 04-08
U-07,2020-07-19,2,1819,425,08-12,2020-07-19 08-12
U-07,2020-07-19,3,4892,1071,12-16,2020-07-19 12-16
U-07,2020-07-19,4,5290,1335,16-20,2020-07-19 16-20
U-07,2020-07-19,5,3762,918,20-24,2020-07-19 20-24
U-07,2020-07-20,0,1466,367,00-04,2020-07-20 00-04
U-07,2020-07-20,1,764,170,04-08,2020-07-20 04-08
U-07,2020-07-20,2,2151,778,08-12,2020-07-20 08-12
U-07,2020-07-20,3,0,0,12-16,2020-07-20 12-16
U-07,2020-07-20,4,0,0,16-20,2020-07-20 16-20
U-07,2020-07-20,5,0,0,20-24,2020-07-20 20-24
U-09,2020-07-11,0,0,0,00-04,2020-07-11 00-04
U-09,2020-07-11,1,0,0,04-08,2020-07-11 04-08
U-09,2020-07-11,2,0,0,08-12,2020-07-11 08-12
U-09,2020-07-11,3,0,0,12-16,2020-07-11 12-16
U-09,2020-07-11,4,0,0,16-20,2020-07-11 16-20
U-09,2020-07-11,5,0,0,20-24,2020-07-11 20-24
U-09,2020-07-12,0,0,0,00-04,2020-07-12 00-04
U-09,2020-07-12,1,0,0,04-08,2020-07-12 04-08
U-09,2020-07-12,2,0,0,08-12,2020-07-12 08-12
U-09,2020-07-12,3,0,0,12-16,2020-07-12 12-16
U-09,2020-07-12,4,0,0,16-20,2020-07-12 16-20
U-09,2020-07-12,5,0,0,20-24,2020-07-12 20-24
U-09,2020-07-13,0,0,0,00-04,2020-07-13 00-04
U-09,2020-07-13,1,0,0,04-08,2020-07-13 04-08
U-09,2020-07-13,2,0,0,08-12,2020-07-13 08-12
U-09,2020-07-13,3,0,0,12-16,2020-07-13 12-16
U-09,2020-07-13,4,1816,719,16-20,2020-07-13 16-20
U-09,2020-07-13,5,2426,766,20-24,2020-07-13 20-24
U-09,2020-07-14,0,981,222,00-04,2020-07-14 00-04
U-09,2020-07-14,1,987,269,04-08,2020-07-14 04-08
U-09,2020-07-14,2,2314,919,08-12,2020-07-14 08-12
U-09,2020-07-14,3,2707,1100,12-16,2020-07-14 12-16
U-09,2020-07-14,4,3674,1469,16-20,2020-07-14 16-20
U-09,2020-07-14,5,2413,866,20-24,2020-07-14 20-24
U-09,2020-07-15,0,923,246,00-04,2020-07-15 00-04
U-09,2020-07-15,1,875,254,04-08,2020-07-15 04-08
U-09,2020-07-15,2,2248,862,08-12,2020-07-15 08-12
U-09,2020-07-15,3,3137,1157,12-16,2020-07-15 12-16
U-09,2020-07-15,4,4361,1511,16-20,2020-07-15 16-20
U-09,2020-07-15,5,2930,960,20-24,2020-07-15 20-24
U-09,2020-07-16,0,1329,286,00-04,2020-07-16 00-04
U-09,2020-07-16,1,1087,295,04-08,2020-07-16 04-08
U-09,2020-07-16,2,2467,940,08-12,2020-07-16 08-12
U-09,2020-07-16,3,3264,1094,12-16,2020-07-16 12-16
U-09,2020-07-16,4,3990,1485,16-20,2020-07-16 16-20
U-09,2020-07-16,5,2766,956,20-24,2020-07-16 20-24
U-09,2020-07-17,0,1343,257,00-04,2020-07-17 00-04
U-09,2020-07-17,1,1231,302,04-08,2020-07-17 04-08
U-09,2020-07-17,2,2945,1007,08-12,2020-07-17 08-12
U-09,2020-07-17,3,3645,1351,12-16,2020-07-17 12-16
U-09,2020-07-17,4,5341,1668,16-20,2020-07-17 16-20
U-09,2020-07-17,5,3764,1258,20-24,2020-07-17 20-24
U-09,2020-07-18,0,2065,447,00-04,2020-07-18 00-04
U-09,2020-07-18,1,1623,241,04-08,2020-07-18 04-08
U-09,2020-07-18,2,2742,877,08-12,2020-07-18 08-12
U-09,2020-07-18,3,4617,1462,12-16,2020-07-18 12-16
U-09,2020-07-18,4,4086,1416,16-20,2020-07-18 16-20
U-09,2020-07-18,5,3342,986,20-24,2020-07-18 20-24
U-09,2020-07-19,0,1616,346,00-04,2020-07-19 00-04
U-09,2020-07-19,1,1115,199,04-08,2020-07-19 04-08
U-09,2020-07-19,2,2117,637,08-12,2020-07-19 08-12
U-09,2020-07-19,3,3548,1150,12-16,2020-07-19 12-16
U-09,2020-07-19,4,3443,1150,16-20,2020-07-19 16-20
U-09,2020-07-19,5,2046,665,20-24,2020-07-19 20-24
U-09,2020-07-20,0,1118,226,00-04,2020-07-20 00-04
U-09,2020-07-20,1,1052,290,04-08,2020-07-20 04-08
U-09,2020-07-20,2,1449,564,08-12,2020-07-20 08-12
U-09,2020-07-20,3,0,0,12-16,2020-07-20 12-16
U-09,2020-07-20,4,0,0,16-20,2020-07-20 16-20
U-09,2020-07-20,5,0,0,20-24,2020-07-20 20-24
U-10,2020-07-11,0,0,0,00-04,2020-07-11 00-04
U-10,2020-07-11,1,0,0,04-08,2020-07-11 04-08
U-10,2020-07-11,2,0,0,08-12,2020-07-11 08-12
U-10,2020-07-11,3,0,0,12-16,2020-07-11 12-16
U-10,2020-07-11,4,0,0,16-20,2020-07-11 16-20
U-10,2020-07-11,5,0,0,20-24,2020-07-11 20-24
U-10,2020-07-12,0,0,0,00-04,2020-07-12 00-04
U-10,2020-07-12,1,0,0,04-08,2020-07-12 04-08
U-10,2020-07-12,2,608,214,08-12,2020-07-12 08-12
U-10,2020-07-12,3,4388,1014,12-16,2020-07-12 12-16
U-10,2020-07-12,4,5030,1246,16-20,2020-07-12 16-20
U-10,2020-07-12,5,3108,783,20-24,2020-07-12 20-24
U-10,2020-07-13,0,978,201,00-04,2020-07-13 00-04
U-10,2020-07-13,1,625,108,04-08,2020-07-13 04-08
U-10,2020-07-13,2,1815,341,08-12,2020-07-13 08-12
U-10,2020-07-13,3,3798,699,12-16,2020-07-13 12-16
U-10,2020-07-13,4,5236,1083,16-20,2020-07-13 16-20
U-10,2020-07-13,5,3843,862,20-24,2020-07-13 20-24
U-10,2020-07-14,0,1581,254,00-04,2020-07-14 00-04
U-10,2020-07-14,1,845,131,04-08,2020-07-14 04-08
U-10,2020-07-14,2,2685,485,08-12,2020-07-14 08-12
U-10,2020-07-14,3,3969,910,12-16,2020-07-14 12-16
U-10,2020-07-14,4,5537,1423,16-20,2020-07-14 16-20
U-10,2020-07-14,5,5003,1223,20-24,2020-07-14 20-24
U-10,2020-07-15,0,1627,306,00-04,2020-07-15 00-04
U-10,2020-07-15,1,996,158,04-08,2020-07-15 04-08
U-10,2020-07-15,2,2124,404,08-12,2020-07-15 08-12
U-10,2020-07-15,3,3753,844,12-16,2020-07-15 12-16
U-10,2020-07-15,4,6075,1239,16-20,2020-07-15 16-20
U-10,2020-07-15,5,4315,989,20-24,2020-07-15 20-24
U-10,2020-07-16,0,1622,310,00-04,2020-07-16 00-04
U-10,2020-07-16,1,674,117,04-08,2020-07-16 04-08
U-10,2020-07-16,2,2161,420,08-12,2020-07-16 08-12
U-10,2020-07-16,3,4235,864,12-16,2020-07-16 12-16
U-10,2020-07-16,4,5479,1271,16-20,2020-07-16 16-20
U-10,2020-07-16,5,4541,1024,20-24,2020-07-16 20-24
U-10,2020-07-17,0,1426,290,00-04,2020-07-17 00-04
U-10,2020-07-17,1,788,146,04-08,2020-07-17 04-08
U-10,2020-07-17,2,2559,514,08-12,2020-07-17 08-12
U-10,2020-07-17,3,4833,1043,12-16,2020-07-17 12-16
U-10,2020-07-17,4,6575,1571,16-20,2020-07-17 16-20
U-10,2020-07-17,5,7182,1500,20-24,2020-07-17 20-24
U-10,2020-07-18,0,2459,490,00-04,2020-07-18 00-04
U-10,2020-07-18,1,872,151,04-08,2020-07-18 04-08
U-10,2020-07-18,2,883,209,08-12,2020-07-18 08-12
U-10,2020-07-18,3,0,0,12-16,2020-07-18 12-16
U-10,2020-07-18,4,0,0,16-20,2020-07-18 16-20
U-10,2020-07-18,5,0,0,20-24,2020-07-18 20-24
U-10,2020-07-19,0,0,0,00-04,2020-07-19 00-04
U-10,2020-07-19,1,0,0,04-08,2020-07-19 04-08
U-10,2020-07-19,2,1447,311,08-12,2020-07-19 08-12
U-10,2020-07-19,3,5354,1119,12-16,2020-07-19 12-16
U-10,2020-07-19,4,5558,1372,16-20,2020-07-19 16-20
U-10,2020-07-19,5,4163,917,20-24,2020-07-19 20-24
U-10,2020-07-20,0,1447,384,00-04,2020-07-20 00-04
U-10,2020-07-20,1,595,133,04-08,2020-07-20 04-08
U-10,2020-07-20,2,2000,694,08-12,2020-07-20 08-12
U-10,2020-07-20,3,116,28,12-16,2020-07-20 12-16
U-10,2020-07-20,4,0,0,16-20,2020-07-20 16-20
U-10,2020-07-20,5,0,0,20-24,2020-07-20 20-24
U-11,2020-07-11,0,0,0,00-04,2020-07-11 00-04
U-11,2020-07-11,1,0,0,04-08,2020-07-11 04-08
U-11,2020-07-11,2,0,0,08-12,2020-07-11 08-12
U-11,2020-07-11,3,0,0,12-16,2020-07-11 12-16
U-11,2020-07-11,4,0,0,16-20,2020-07-11 16-20
U-11,2020-07-11,5,4,4,20-24,2020-07-11 20-24
U-11,2020-07-12,0,0,0,00-04,2020-07-12 00-04
U-11,2020-07-12,1,0,0,04-08,2020-07-12 04-08
U-11,2020-07-12,2,916,415,08-12,2020-07-12 08-12
U-11,2020-07-12,3,6554,2399,12-16,2020-07-12 12-16
U-11,2020-07-12,4,6629,2412,16-20,2020-07-12 16-20
U-11,2020-07-12,5,4625,1598,20-24,2020-07-12 20-24
U-11,2020-07-13,0,1478,363,00-04,2020-07-13 00-04
U-11,2020-07-13,1,2030,898,04-08,2020-07-13 04-08
U-11,2020-07-13,2,4815,2059,08-12,2020-07-13 08-12
U-11,2020-07-13,3,5562,2139,12-16,2020-07-13 12-16
U-11,2020-07-13,4,7053,2732,16-20,2020-07-13 16-20
U-11,2020-07-13,5,5051,2051,20-24,2020-07-13 20-24
U-11,2020-07-14,0,1853,462,00-04,2020-07-14 00-04
U-11,2020-07-14,1,1963,912,04-08,2020-07-14 04-08
U-11,2020-07-14,2,5822,2364,08-12,2020-07-14 08-12
U-11,2020-07-14,3,7395,2684,12-16,2020-07-14 12-16
U-11,2020-07-14,4,7901,3078,16-20,2020-07-14 16-20
U-11,2020-07-14,5,5789,2059,20-24,2020-07-14 20-24
U-11,2020-07-15,0,1758,544,00-04,2020-07-15 00-04
U-11,2020-07-15,1,2232,1004,04-08,2020-07-15 04-08
U-11,2020-07-15,2,5574,2295,08-12,2020-07-15 08-12
U-11,2020-07-15,3,6924,2521,12-16,2020-07-15 12-16
U-11,2020-07-15,4,7904,3118,16-20,2020-07-15 16-20
U-11,2020-07-15,5,5711,2008,20-24,2020-07-15 20-24
U-11,2020-07-16,0,1895,500,00-04,2020-07-16 00-04
U-11,2020-07-16,1,2106,926,04-08,2020-07-16 04-08
U-11,2020-07-16,2,6721,2475,08-12,2020-07-16 08-12
U-11,2020-07-16,3,7960,2607,12-16,2020-07-16 12-16
U-11,2020-07-16,4,9693,3437,16-20,2020-07-16 16-20
U-11,2020-07-16,5,7935,2254,20-24,2020-07-16 20-24
U-11,2020-07-17,0,2441,537,00-04,2020-07-17 00-04
U-11,2020-07-17,1,2448,1116,04-08,2020-07-17 04-08
U-11,2020-07-17,2,7061,2499,08-12,2020-07-17 08-12
U-11,2020-07-17,3,9797,2720,12-16,2020-07-17 12-16
U-11,2020-07-17,4,11195,3480,16-20,2020-07-17 16-20
U-11,2020-07-17,5,9353,2622,20-24,2020-07-17 20-24
U-11,2020-07-18,0,2906,821,00-04,2020-07-18 00-04
U-11,2020-07-18,1,2691,791,04-08,2020-07-18 04-08
U-11,2020-07-18,2,6387,2109,08-12,2020-07-18 08-12
U-11,2020-07-18,3,8570,2765,12-16,2020-07-18 12-16
U-11,2020-07-18,4,7634,2907,16-20,2020-07-18 16-20
U-11,2020-07-18,5,6808,2356,20-24,2020-07-18 20-24
U-11,2020-07-19,0,2536,724,00-04,2020-07-19 00-04
U-11,2020-07-19,1,1730,550,04-08,2020-07-19 04-08
U-11,2020-07-19,2,3865,1482,08-12,2020-07-19 08-12
U-11,2020-07-19,3,6651,2356,12-16,2020-07-19 12-16
U-11,2020-07-19,4,7889,2535,16-20,2020-07-19 16-20
U-11,2020-07-19,5,6273,1900,20-24,2020-07-19 20-24
U-11,2020-07-20,0,1933,531,00-04,2020-07-20 00-04
U-11,2020-07-20,1,3052,1086,04-08,2020-07-20 04-08
U-11,2020-07-20,2,3428,1319,08-12,2020-07-20 08-12
U-11,2020-07-20,3,0,0,12-16,2020-07-20 12-16
U-11,2020-07-20,4,0,0,16-20,2020-07-20 16-20
U-11,2020-07-20,5,0,0,20-24,2020-07-20 20-24
U-12,2020-07-11,0,0,0,00-04,2020-07-11 00-04
U-12,2020-07-11,1,0,0,04-08,2020-07-11 04-08
U-12,2020-07-11,2,4527,1798,08-12,2020-07-11 08-12
U-12,2020-07-11,3,8436,2786,12-16,2020-07-11 12-16
U-12,2020-07-11,4,9279,2764,16-20,2020-07-11 16-20
U-12,2020-07-11,5,6779,1997,20-24,2020-07-11 20-24
U-12,2020-07-12,0,2656,691,00-04,2020-07-12 00-04
U-12,2020-07-12,1,1524,549,04-08,2020-07-12 04-08
U-12,2020-07-12,2,3646,1478,08-12,2020-07-12 08-12
U-12,2020-07-12,3,6042,2239,12-16,2020-07-12 12-16
U-12,2020-07-12,4,6361,2186,16-20,2020-07-12 16-20
U-12,2020-07-12,5,4662,1503,20-24,2020-07-12 20-24
U-12,2020-07-13,0,1312,332,00-04,2020-07-13 00-04
U-12,2020-07-13,1,2066,868,04-08,2020-07-13 04-08
U-12,2020-07-13,2,4810,2001,08-12,2020-07-13 08-12
U-12,2020-07-13,3,6125,2164,12-16,2020-07-13 12-16
U-12,2020-07-13,4,7533,2676,16-20,2020-07-13 16-20
U-12,2020-07-13,5,5205,1788,20-24,2020-07-13 20-24
U-12,2020-07-14,0,1646,446,00-04,2020-07-14 00-04
U-12,2020-07-14,1,1854,894,04-08,2020-07-14 04-08
U-12,2020-07-14,2,5598,2286,08-12,2020-07-14 08-12
U-12,2020-07-14,3,6952,2601,12-16,2020-07-14 12-16
U-12,2020-07-14,4,8090,3070,16-20,2020-07-14 16-20
U-12,2020-07-14,5,6100,1900,20-24,2020-07-14 20-24
U-12,2020-07-15,0,1935,512,00-04,2020-07-15 00-04
U-12,2020-07-15,1,2461,1058,04-08,2020-07-15 04-08
U-12,2020-07-15,2,5761,2373,08-12,2020-07-15 08-12
U-12,2020-07-15,3,7284,2567,12-16,2020-07-15 12-16
U-12,2020-07-15,4,8511,3144,16-20,2020-07-15 16-20
U-12,2020-07-15,5,6421,1980,20-24,2020-07-15 20-24
U-12,2020-07-16,0,2047,498,00-04,2020-07-16 00-04
U-12,2020-07-16,1,2400,984,04-08,2020-07-16 04-08
U-12,2020-07-16,2,6188,2456,08-12,2020-07-16 08-12
U-12,2020-07-16,3,6465,2399,12-16,2020-07-16 12-16
U-12,2020-07-16,4,8553,3153,16-20,2020-07-16 16-20
U-12,2020-07-16,5,6166,1956,20-24,2020-07-16 20-24
U-12,2020-07-17,0,1988,499,00-04,2020-07-17 00-04
U-12,2020-07-17,1,2290,1019,04-08,2020-07-17 04-08
U-12,2020-07-17,2,5560,2274,08-12,2020-07-17 08-12
U-12,2020-07-17,3,7017,2304,12-16,2020-07-17 12-16
U-12,2020-07-17,4,10156,3119,16-20,2020-07-17 16-20
U-12,2020-07-17,5,8491,2231,20-24,2020-07-17 20-24
U-12,2020-07-18,0,3058,699,00-04,2020-07-18 00-04
U-12,2020-07-18,1,2341,695,04-08,2020-07-18 04-08
U-12,2020-07-18,2,5354,1937,08-12,2020-07-18 08-12
U-12,2020-07-18,3,8166,2598,12-16,2020-07-18 12-16
U-12,2020-07-18,4,8135,2706,16-20,2020-07-18 16-20
U-12,2020-07-18,5,6293,1927,20-24,2020-07-18 20-24
U-12,2020-07-19,0,2346,618,00-04,2020-07-19 00-04
U-12,2020-07-19,1,1613,501,04-08,2020-07-19 04-08
U-12,2020-07-19,2,3725,1357,08-12,2020-07-19 08-12
U-12,2020-07-19,3,6295,2059,12-16,2020-07-19 12-16
U-12,2020-07-19,4,7902,2147,16-20,2020-07-19 16-20
U-12,2020-07-19,5,5792,1615,20-24,2020-07-19 20-24
U-12,2020-07-20,0,1852,469,00-04,2020-07-20 00-04
U-12,2020-07-20,1,2419,967,04-08,2020-07-20 04-08
U-12,2020-07-20,2,4223,1738,08-12,2020-07-20 08-12
U-12,2020-07-20,3,164,33,12-16,2020-07-20 12-16
U-12,2020-07-20,4,0,0,16-20,2020-07-20 16-20
U-12,2020-07-20,5,0,0,20-24,2020-07-20 20-24
U-13,2020-07-11,0,0,0,00-04,2020-07-11 00-04
U-13,2020-07-11,1,0,0,04-08,2020-07-11 04-08
U-13,2020-07-11,2,2152,646,08-12,2020-07-11 08-12
U-13,2020-07-11,3,6076,1535,12-16,2020-07-11 12-16
U-13,2020-07-11,4,6424,1731,16-20,2020-07-11 16-20
U-13,2020-07-11,5,5103,1392,20-24,2020-07-11 20-24
U-13,2020-07-12,0,1906,433,00-04,2020-07-12 00-04
U-13,2020-07-12,1,999,163,04-08,2020-07-12 04-08
U-13,2020-07-12,2,2409,646,08-12,2020-07-12 08-12
U-13,2020-07-12,3,4675,1106,12-16,2020-07-12 12-16
U-13,2020-07-12,4,5137,1236,16-20,2020-07-12 16-20
U-13,2020-07-12,5,3045,806,20-24,2020-07-12 20-24
U-13,2020-07-13,0,806,179,00-04,2020-07-13 00-04
U-13,2020-07-13,1,648,160,04-08,2020-07-13 04-08
U-13,2020-07-13,2,1632,449,08-12,2020-07-13 08-12
U-13,2020-07-13,3,3238,781,12-16,2020-07-13 12-16
U-13,2020-07-13,4,4211,1166,16-20,2020-07-13 16-20
U-13,2020-07-13,5,3124,872,20-24,2020-07-13 20-24
U-13,2020-07-14,0,1172,252,00-04,2020-07-14 00-04
U-13,2020-07-14,1,813,211,04-08,2020-07-14 04-08
U-13,2020-07-14,2,2456,726,08-12,2020-07-14 08-12
U-13,2020-07-14,3,3682,995,12-16,2020-07-14 12-16
U-13,2020-07-14,4,5413,1598,16-20,2020-07-14 16-20
U-13,2020-07-14,5,4512,1157,20-24,2020-07-14 20-24
U-13,2020-07-15,0,1280,297,00-04,2020-07-15 00-04
U-13,2020-07-15,1,1136,266,04-08,2020-07-15 04-08
U-13,2020-07-15,2,2287,659,08-12,2020-07-15 08-12
U-13,2020-07-15,3,4672,1102,12-16,2020-07-15 12-16
U-13,2020-07-15,4,5776,1479,16-20,2020-07-15 16-20
U-13,2020-07-15,5,4214,1132,20-24,2020-07-15 20-24
U-13,2020-07-16,0,1410,315,00-04,2020-07-16 00-04
U-13,2020-07-16,1,844,220,04-08,2020-07-16 04-08
U-13,2020-07-16,2,2645,657,08-12,2020-07-16 08-12
U-13,2020-07-16,3,5206,1088,12-16,2020-07-16 12-16
U-13,2020-07-16,4,7172,1546,16-20,2020-07-16 16-20
U-13,2020-07-16,5,4636,1150,20-24,2020-07-16 20-24
U-13,2020-07-17,0,1304,295,00-04,2020-07-17 00-04
U-13,2020-07-17,1,1024,243,04-08,2020-07-17 04-08
U-13,2020-07-17,2,2802,699,08-12,2020-07-17 08-12
U-13,2020-07-17,3,4210,1135,12-16,2020-07-17 12-16
U-13,2020-07-17,4,5651,1448,16-20,2020-07-17 16-20
U-13,2020-07-17,5,5746,1695,20-24,2020-07-17 20-24
U-13,2020-07-18,0,4612,1029,00-04,2020-07-18 00-04
U-13,2020-07-18,1,1718,300,04-08,2020-07-18 04-08
U-13,2020-07-18,2,1102,243,08-12,2020-07-18 08-12
U-13,2020-07-18,3,601,175,12-16,2020-07-18 12-16
U-13,2020-07-18,4,0,0,16-20,2020-07-18 16-20
U-13,2020-07-18,5,0,0,20-24,2020-07-18 20-24
U-13,2020-07-19,0,0,0,00-04,2020-07-19 00-04
U-13,2020-07-19,1,0,0,04-08,2020-07-19 04-08
U-13,2020-07-19,2,1504,308,08-12,2020-07-19 08-12
U-13,2020-07-19,3,4735,1142,12-16,2020-07-19 12-16
U-13,2020-07-19,4,5060,1366,16-20,2020-07-19 16-20
U-13,2020-07-19,5,4113,1244,20-24,2020-07-19 20-24
U-13,2020-07-20,0,1400,408,00-04,2020-07-20 00-04
U-13,2020-07-20,1,847,274,04-08,2020-07-20 04-08
U-13,2020-07-20,2,2147,811,08-12,2020-07-20 08-12
U-13,2020-07-20,3,187,38,12-16,2020-07-20 12-16
U-13,2020-07-20,4,0,0,16-20,2020-07-20 16-20
U-13,2020-07-20,5,0,0,20-24,2020-07-20 20-24
U-14,2020-07-11,0,0,0,00-04,2020-07-11 00-04
U-14,2020-07-11,1,0,0,04-08,2020-07-11 04-08
U-14,2020-07-11,2,0,0,08-12,2020-07-11 08-12
U-14,2020-07-11,3,0,0,12-16,2020-07-11 12-16
U-14,2020-07-11,4,2299,1179,16-20,2020-07-11 16-20
U-14,2020-07-11,5,2134,1063,20-24,2020-07-11 20-24
U-14,2020-07-12,0,491,280,00-04,2020-07-12 00-04
U-14,2020-07-12,1,272,80,04-08,2020-07-12 04-08
U-14,2020-07-12,2,852,437,08-12,2020-07-12 08-12
U-14,2020-07-12,3,2162,905,12-16,2020-07-12 12-16
U-14,2020-07-12,4,2471,1020,16-20,2020-07-12 16-20
U-14,2020-07-12,5,1115,586,20-24,2020-07-12 20-24
U-14,2020-07-13,0,208,113,00-04,2020-07-13 00-04
U-14,2020-07-13,1,2,2,04-08,2020-07-13 04-08
U-14,2020-07-13,2,192,120,08-12,2020-07-13 08-12
U-14,2020-07-13,3,1045,513,12-16,2020-07-13 12-16
U-14,2020-07-13,4,1670,844,16-20,2020-07-13 16-20
U-14,2020-07-13,5,1152,635,20-24,2020-07-13 20-24
U-14,2020-07-14,0,212,152,00-04,2020-07-14 00-04
U-14,2020-07-14,1,135,90,04-08,2020-07-14 04-08
U-14,2020-07-14,2,810,404,08-12,2020-07-14 08-12
U-14,2020-07-14,3,1984,827,12-16,2020-07-14 12-16
U-14,2020-07-14,4,2810,1312,16-20,2020-07-14 16-20
U-14,2020-07-14,5,1884,904,20-24,2020-07-14 20-24
U-14,2020-07-15,0,372,200,00-04,2020-07-15 00-04
U-14,2020-07-15,1,250,110,04-08,2020-07-15 04-08
U-14,2020-07-15,2,740,341,08-12,2020-07-15 08-12
U-14,2020-07-15,3,1729,800,12-16,2020-07-15 12-16
U-14,2020-07-15,4,2045,1014,16-20,2020-07-15 16-20
U-14,2020-07-15,5,1435,776,20-24,2020-07-15 20-24
U-14,2020-07-16,0,245,167,00-04,2020-07-16 00-04
U-14,2020-07-16,1,106,74,04-08,2020-07-16 04-08
U-14,2020-07-16,2,578,338,08-12,2020-07-16 08-12
U-14,2020-07-16,3,1576,701,12-16,2020-07-16 12-16
U-14,2020-07-16,4,2128,1031,16-20,2020-07-16 16-20
U-14,2020-07-16,5,1405,740,20-24,2020-07-16 20-24
U-14,2020-07-17,0,222,154,00-04,2020-07-17 00-04
U-14,2020-07-17,1,263,115,04-08,2020-07-17 04-08
U-14,2020-07-17,2,659,349,08-12,2020-07-17 08-12
U-14,2020-07-17,3,1637,747,12-16,2020-07-17 12-16
U-14,2020-07-17,4,2457,1190,16-20,2020-07-17 16-20
U-14,2020-07-17,5,2001,1041,20-24,2020-07-17 20-24
U-14,2020-07-18,0,661,294,00-04,2020-07-18 00-04
U-14,2020-07-18,1,171,99,04-08,2020-07-18 04-08
U-14,2020-07-18,2,614,387,08-12,2020-07-18 08-12
U-14,2020-07-18,3,2433,1026,12-16,2020-07-18 12-16
U-14,2020-07-18,4,2504,1223,16-20,2020-07-18 16-20
U-14,2020-07-18,5,1715,811,20-24,2020-07-18 20-24
U-14,2020-07-19,0,399,255,00-04,2020-07-19 00-04
U-14,2020-07-19,1,111,71,04-08,2020-07-19 04-08
U-14,2020-07-19,2,542,268,08-12,2020-07-19 08-12
U-14,2020-07-19,3,1883,748,12-16,2020-07-19 12-16
U-14,2020-07-19,4,2172,949,16-20,2020-07-19 16-20
U-14,2020-07-19,5,1322,669,20-24,2020-07-19 20-24
U-14,2020-07-20,0,341,227,00-04,2020-07-20 00-04
U-14,2020-07-20,1,96,78,04-08,2020-07-20 04-08
U-14,2020-07-20,2,550,297,08-12,2020-07-20 08-12
U-14,2020-07-20,3,100,21,12-16,2020-07-20 12-16
U-14,2020-07-20,4,0,0,16-20,2020-07-20 16-20
U-14,2020-07-20,5,0,0,20-24,2020-07-20 20-24
U-15,2020-07-11,0,0,0,00-04,2020-07-11 00-04
U-15,2020-07-11,1,175,86,04-08,2020-07-11 04-08
U-15,2020-07-11,2,4989,1895,08-12,2020-07-11 08-12
U-15,2020-07-11,3,8872,2893,12-16,2020-07-11 12-16
U-15,2020-07-11,4,9503,2944,16-20,2020-07-11 16-20
U-15,2020-07-11,5,6904,2189,20-24,2020-07-11 20-24
U-15,2020-07-12,0,2840,696,00-04,2020-07-12 00-04
U-15,2020-07-12,1,1433,470,04-08,2020-07-12 04-08
U-15,2020-07-12,2,1896,670,08-12,2020-07-12 08-12
U-15,2020-07-12,3,3027,1004,12-16,2020-07-12 12-16
U-15,2020-07-12,4,3081,976,16-20,2020-07-12 16-20
U-15,2020-07-12,5,2076,523,20-24,2020-07-12 20-24
U-15,2020-07-13,0,999,157,00-04,2020-07-13 00-04
U-15,2020-07-13,1,1147,208,04-08,2020-07-13 04-08
U-15,2020-07-13,2,1976,710,08-12,2020-07-13 08-12
U-15,2020-07-13,3,2650,970,12-16,2020-07-13 12-16
