sensor_name,date,time_block,detections,unique_devices,time_label,datetime_label
U-15,2020-07-13,4,4118,1178,16-20,2020-07-13 16-20
U-15,2020-07-13,5,3207,788,20-24,2020-07-13 20-24
U-15,2020-07-14,0,1078,206,00-04,2020-07-14 00-04
U-15,2020-07-14,1,982,240,04-08,2020-07-14 04-08
U-15,2020-07-14,2,2513,904,08-12,2020-07-14 08-12
U-15,2020-07-14,3,3785,1196,12-16,2020-07-14 12-16
U-15,2020-07-14,4,4714,1485,16-20,2020-07-14 16-20
U-15,2020-07-14,5,3553,895,20-24,2020-07-14 20-24
U-15,2020-07-15,0,1315,239,00-04,2020-07-15 00-04
U-15,2020-07-15,1,1244,258,04-08,2020-07-15 04-08
U-15,2020-07-15,2,2523,866,08-12,2020-07-15 08-12
U-15,2020-07-15,3,3814,1194,12-16,2020-07-15 12-16
U-15,2020-07-15,4,4598,1493,16-20,2020-07-15 16-20
U-15,2020-07-15,5,3575,932,20-24,2020-07-15 20-24
U-15,2020-07-16,0,1525,247,00-04,2020-07-16 00-04
U-15,2020-07-16,1,1418,296,04-08,2020-07-16 04-08
U-15,2020-07-16,2,2756,924,08-12,2020-07-16 08-12
U-15,2020-07-16,3,3508,1182,12-16,2020-07-16 12-16
U-15,2020-07-16,4,4717,1483,16-20,2020-07-16 16-20
U-15,2020-07-16,5,3655,979,20-24,2020-07-16 20-24
U-15,2020-07-17,0,1169,236,00-04,2020-07-17 00-04
U-15,2020-07-17,1,1089,282,04-08,2020-07-17 04-08
U-15,2020-07-17,2,3032,929,08-12,2020-07-17 08-12
U-15,2020-07-17,3,4407,1258,12-16,2020-07-17 12-16
U-15,2020-07-17,4,5377,1569,16-20,2020-07-17 16-20
U-15,2020-07-17,5,4492,1180,20-24,2020-07-17 20-24
U-15,2020-07-18,0,1748,368,00-04,2020-07-18 00-04
U-15,2020-07-18,1,1299,217,04-08,2020-07-18 04-08
U-15,2020-07-18,2,2727,863,08-12,2020-07-18 08-12
U-15,2020-07-18,3,5181,1458,12-16,2020-07-18 12-16
U-15,2020-07-18,4,81,50,16-20,2020-07-18 16-20
U-15,2020-07-18,5,0,0,20-24,2020-07-18 20-24
U-15,2020-07-19,0,0,0,00-04,2020-07-19 00-04
U-15,2020-07-19,1,0,0,04-08,2020-07-19 04-08
U-15,2020-07-19,2,1196,403,08-12,2020-07-19 08-12
U-15,2020-07-19,3,3903,1141,12-16,2020-07-19 12-16
U-15,2020-07-19,4,4450,1305,16-20,2020-07-19 16-20
U-15,2020-07-19,5,2971,794,20-24,2020-07-19 20-24
U-15,2020-07-20,0,1580,234,00-04,2020-07-20 00-04
U-15,2020-07-20,1,1336,264,04-08,2020-07-20 04-08
U-15,2020-07-20,2,2911,1082,08-12,2020-07-20 08-12
U-15,2020-07-20,3,0,0,12-16,2020-07-20 12-16
U-15,2020-07-20,4,0,0,16-20,2020-07-20 16-20
U-15,2020-07-20,5,0,0,20-24,2020-07-20 20-24
U-16,2020-07-11,0,0,0,00-04,2020-07-11 00-04
U-16,2020-07-11,1,0,0,04-08,2020-07-11 04-08
U-16,2020-07-11,2,1145,426,08-12,2020-07-11 08-12
U-16,2020-07-11,3,3615,1114,12-16,2020-07-11 12-16
U-16,2020-07-11,4,4938,1349,16-20,2020-07-11 16-20
U-16,2020-07-11,5,4857,1177,20-24,2020-07-11 20-24
U-16,2020-07-12,0,1735,363,00-04,2020-07-12 00-04
U-16,2020-07-12,1,767,132,04-08,2020-07-12 04-08
U-16,2020-07-12,2,1401,455,08-12,2020-07-12 08-12
U-16,2020-07-12,3,2590,818,12-16,2020-07-12 12-16
U-16,2020-07-12,4,3449,1024,16-20,2020-07-12 16-20
U-16,2020-07-12,5,2700,714,20-24,2020-07-12 20-24
U-16,2020-07-13,0,916,193,00-04,2020-07-13 00-04
U-16,2020-07-13,1,507,100,04-08,2020-07-13 04-08
U-16,2020-07-13,2,1172,288,08-12,2020-07-13 08-12
U-16,2020-07-13,3,2937,553,12-16,2020-07-13 12-16
U-16,2020-07-13,4,3594,915,16-20,2020-07-13 16-20
U-16,2020-07-13,5,2736,777,20-24,2020-07-13 20-24
U-16,2020-07-14,0,1107,236,00-04,2020-07-14 00-04
U-16,2020-07-14,1,150,32,04-08,2020-07-14 04-08
U-16,2020-07-14,2,1626,367,08-12,2020-07-14 08-12
U-16,2020-07-14,3,2444,514,12-16,2020-07-14 12-16
U-16,2020-07-14,4,0,0,16-20,2020-07-14 16-20
U-16,2020-07-14,5,0,0,20-24,2020-07-14 20-24
U-16,2020-07-15,0,0,0,00-04,2020-07-15 00-04
U-16,2020-07-15,1,0,0,04-08,2020-07-15 04-08
U-16,2020-07-15,2,714,229,08-12,2020-07-15 08-12
U-16,2020-07-15,3,2611,714,12-16,2020-07-15 12-16
U-16,2020-07-15,4,3786,932,16-20,2020-07-15 16-20
U-16,2020-07-15,5,3353,819,20-24,2020-07-15 20-24
U-16,2020-07-16,0,1245,255,00-04,2020-07-16 00-04
U-16,2020-07-16,1,496,102,04-08,2020-07-16 04-08
U-16,2020-07-16,2,1610,355,08-12,2020-07-16 08-12
U-16,2020-07-16,3,3627,664,12-16,2020-07-16 12-16
U-16,2020-07-16,4,5299,1008,16-20,2020-07-16 16-20
U-16,2020-07-16,5,4664,853,20-24,2020-07-16 20-24
U-16,2020-07-17,0,1374,276,00-04,2020-07-17 00-04
U-16,2020-07-17,1,670,125,04-08,2020-07-17 04-08
U-16,2020-07-17,2,2139,431,08-12,2020-07-17 08-12
U-16,2020-07-17,3,3953,769,12-16,2020-07-17 12-16
U-16,2020-07-17,4,5577,1156,16-20,2020-07-17 16-20
U-16,2020-07-17,5,8116,1153,20-24,2020-07-17 20-24
U-16,2020-07-18,0,2700,393,00-04,2020-07-18 00-04
U-16,2020-07-18,1,797,129,04-08,2020-07-18 04-08
U-16,2020-07-18,2,3459,512,08-12,2020-07-18 08-12
U-16,2020-07-18,3,4786,905,12-16,2020-07-18 12-16
U-16,2020-07-18,4,4972,1096,16-20,2020-07-18 16-20
U-16,2020-07-18,5,9590,820,20-24,2020-07-18 20-24
U-16,2020-07-19,0,3179,294,00-04,2020-07-19 00-04
U-16,2020-07-19,1,543,110,04-08,2020-07-19 04-08
U-16,2020-07-19,2,2102,557,08-12,2020-07-19 08-12
U-16,2020-07-19,3,4111,876,12-16,2020-07-19 12-16
U-16,2020-07-19,4,5429,1226,16-20,2020-07-19 16-20
U-16,2020-07-19,5,2809,915,20-24,2020-07-19 20-24
U-16,2020-07-20,0,1073,312,00-04,2020-07-20 00-04
U-16,2020-07-20,1,625,183,04-08,2020-07-20 04-08
U-16,2020-07-20,2,1624,550,08-12,2020-07-20 08-12
U-16,2020-07-20,3,0,0,12-16,2020-07-20 12-16
U-16,2020-07-20,4,0,0,16-20,2020-07-20 16-20
U-16,2020-07-20,5,0,0,20-24,2020-07-20 20-24
U-17,2020-07-11,0,0,0,00-04,2020-07-11 00-04
U-17,2020-07-11,1,0,0,04-08,2020-07-11 04-08
U-17,2020-07-11,2,2943,799,08-12,2020-07-11 08-12
U-17,2020-07-11,3,4641,1296,12-16,2020-07-11 12-16
U-17,2020-07-11,4,4512,1252,16-20,2020-07-11 16-20
U-17,2020-07-11,5,3808,871,20-24,2020-07-11 20-24
U-17,2020-07-12,0,1963,294,00-04,2020-07-12 00-04
U-17,2020-07-12,1,1182,154,04-08,2020-07-12 04-08
U-17,2020-07-12,2,2109,533,08-12,2020-07-12 08-12
U-17,2020-07-12,3,3112,924,12-16,2020-07-12 12-16
U-17,2020-07-12,4,3486,896,16-20,2020-07-12 16-20
U-17,2020-07-12,5,2477,519,20-24,2020-07-12 20-24
U-17,2020-07-13,0,1181,126,00-04,2020-07-13 00-04
U-17,2020-07-13,1,1178,188,04-08,2020-07-13 04-08
U-17,2020-07-13,2,1758,640,08-12,2020-07-13 08-12
U-17,2020-07-13,3,3273,919,12-16,2020-07-13 12-16
U-17,2020-07-13,4,4685,1247,16-20,2020-07-13 16-20
U-17,2020-07-13,5,3760,797,20-24,2020-07-13 20-24
U-17,2020-07-14,0,1462,224,00-04,2020-07-14 00-04
U-17,2020-07-14,1,1007,252,04-08,2020-07-14 04-08
U-17,2020-07-14,2,2795,904,08-12,2020-07-14 08-12
U-17,2020-07-14,3,4437,1227,12-16,2020-07-14 12-16
U-17,2020-07-14,4,5676,1579,16-20,2020-07-14 16-20
U-17,2020-07-14,5,4759,1034,20-24,2020-07-14 20-24
U-17,2020-07-15,0,1343,264,00-04,2020-07-15 00-04
U-17,2020-07-15,1,928,245,04-08,2020-07-15 04-08
U-17,2020-07-15,2,2762,833,08-12,2020-07-15 08-12
U-17,2020-07-15,3,4538,1145,12-16,2020-07-15 12-16
U-17,2020-07-15,4,6129,1529,16-20,2020-07-15 16-20
U-17,2020-07-15,5,4179,992,20-24,2020-07-15 20-24
U-17,2020-07-16,0,1497,264,00-04,2020-07-16 00-04
U-17,2020-07-16,1,1055,270,04-08,2020-07-16 04-08
U-17,2020-07-16,2,3512,1112,08-12,2020-07-16 08-12
U-17,2020-07-16,3,4371,1200,12-16,2020-07-16 12-16
U-17,2020-07-16,4,4897,1347,16-20,2020-07-16 16-20
U-17,2020-07-16,5,3637,804,20-24,2020-07-16 20-24
U-17,2020-07-17,0,1228,163,00-04,2020-07-17 00-04
U-17,2020-07-17,1,1941,538,04-08,2020-07-17 04-08
U-17,2020-07-17,2,2398,624,08-12,2020-07-17 08-12
U-17,2020-07-17,3,4615,1200,12-16,2020-07-17 12-16
U-17,2020-07-17,4,5729,1463,16-20,2020-07-17 16-20
U-17,2020-07-17,5,4961,1057,20-24,2020-07-17 20-24
U-17,2020-07-18,0,1665,285,00-04,2020-07-18 00-04
U-17,2020-07-18,1,1192,183,04-08,2020-07-18 04-08
U-17,2020-07-18,2,3180,785,08-12,2020-07-18 08-12
U-17,2020-07-18,3,6228,1340,12-16,2020-07-18 12-16
U-17,2020-07-18,4,5577,1325,16-20,2020-07-18 16-20
U-17,2020-07-18,5,4952,923,20-24,2020-07-18 20-24
U-17,2020-07-19,0,2048,332,00-04,2020-07-19 00-04
U-17,2020-07-19,1,1070,178,04-08,2020-07-19 04-08
U-17,2020-07-19,2,2489,584,08-12,2020-07-19 08-12
U-17,2020-07-19,3,4448,976,12-16,2020-07-19 12-16
U-17,2020-07-19,4,4675,1043,16-20,2020-07-19 16-20
U-17,2020-07-19,5,4191,702,20-24,2020-07-19 20-24
U-17,2020-07-20,0,1890,215,00-04,2020-07-20 00-04
U-17,2020-07-20,1,1431,235,04-08,2020-07-20 04-08
U-17,2020-07-20,2,1594,515,08-12,2020-07-20 08-12
U-17,2020-07-20,3,0,0,12-16,2020-07-20 12-16
U-17,2020-07-20,4,0,0,16-20,2020-07-20 16-20
U-17,2020-07-20,5,0,0,20-24,2020-07-20 20-24
U-18,2020-07-11,0,0,0,00-04,2020-07-11 00-04
U-18,2020-07-11,1,26,22,04-08,2020-07-11 04-08
U-18,2020-07-11,2,2003,900,08-12,2020-07-11 08-12
U-18,2020-07-11,3,3370,1335,12-16,2020-07-11 12-16
U-18,2020-07-11,4,3171,1300,16-20,2020-07-11 16-20
U-18,2020-07-11,5,3042,1211,20-24,2020-07-11 20-24
U-18,2020-07-12,0,1386,466,00-04,2020-07-12 00-04
U-18,2020-07-12,1,806,261,04-08,2020-07-12 04-08
U-18,2020-07-12,2,1506,642,08-12,2020-07-12 08-12
U-18,2020-07-12,3,2233,930,12-16,2020-07-12 12-16
U-18,2020-07-12,4,2663,980,16-20,2020-07-12 16-20
U-18,2020-07-12,5,2168,694,20-24,2020-07-12 20-24
U-18,2020-07-13,0,740,213,00-04,2020-07-13 00-04
U-18,2020-07-13,1,923,392,04-08,2020-07-13 04-08
U-18,2020-07-13,2,2007,901,08-12,2020-07-13 08-12
U-18,2020-07-13,3,2360,941,12-16,2020-07-13 12-16
U-18,2020-07-13,4,2844,1307,16-20,2020-07-13 16-20
U-18,2020-07-13,5,2060,897,20-24,2020-07-13 20-24
U-18,2020-07-14,0,922,251,00-04,2020-07-14 00-04
U-18,2020-07-14,1,992,484,04-08,2020-07-14 04-08
U-18,2020-07-14,2,2567,1160,08-12,2020-07-14 08-12
U-18,2020-07-14,3,3250,1290,12-16,2020-07-14 12-16
U-18,2020-07-14,4,4252,1604,16-20,2020-07-14 16-20
U-18,2020-07-14,5,2786,1024,20-24,2020-07-14 20-24
U-18,2020-07-15,0,968,312,00-04,2020-07-15 00-04
U-18,2020-07-15,1,1032,526,04-08,2020-07-15 04-08
U-18,2020-07-15,2,3007,1174,08-12,2020-07-15 08-12
U-18,2020-07-15,3,2978,1202,12-16,2020-07-15 12-16
U-18,2020-07-15,4,3599,1689,16-20,2020-07-15 16-20
U-18,2020-07-15,5,2474,1016,20-24,2020-07-15 20-24
U-18,2020-07-16,0,919,284,00-04,2020-07-16 00-04
U-18,2020-07-16,1,994,484,04-08,2020-07-16 04-08
U-18,2020-07-16,2,2690,1181,08-12,2020-07-16 08-12
U-18,2020-07-16,3,2481,1111,12-16,2020-07-16 12-16
U-18,2020-07-16,4,3564,1665,16-20,2020-07-16 16-20
U-18,2020-07-16,5,2602,1067,20-24,2020-07-16 20-24
U-18,2020-07-17,0,907,364,00-04,2020-07-17 00-04
U-18,2020-07-17,1,1032,531,04-08,2020-07-17 04-08
U-18,2020-07-17,2,2715,1197,08-12,2020-07-17 08-12
U-18,2020-07-17,3,2988,1255,12-16,2020-07-17 12-16
U-18,2020-07-17,4,3848,1699,16-20,2020-07-17 16-20
U-18,2020-07-17,5,3178,1120,20-24,2020-07-17 20-24
U-18,2020-07-18,0,1496,443,00-04,2020-07-18 00-04
U-18,2020-07-18,1,1209,389,04-08,2020-07-18 04-08
U-18,2020-07-18,2,2456,990,08-12,2020-07-18 08-12
U-18,2020-07-18,3,3152,1253,12-16,2020-07-18 12-16
U-18,2020-07-18,4,3388,1312,16-20,2020-07-18 16-20
U-18,2020-07-18,5,2543,929,20-24,2020-07-18 20-24
U-18,2020-07-19,0,1881,401,00-04,2020-07-19 00-04
U-18,2020-07-19,1,821,292,04-08,2020-07-19 04-08
U-18,2020-07-19,2,2425,690,08-12,2020-07-19 08-12
U-18,2020-07-19,3,3853,897,12-16,2020-07-19 12-16
U-18,2020-07-19,4,6522,1031,16-20,2020-07-19 16-20
U-18,2020-07-19,5,3514,847,20-24,2020-07-19 20-24
U-18,2020-07-20,0,1467,279,00-04,2020-07-20 00-04
U-18,2020-07-20,1,1301,516,04-08,2020-07-20 04-08
U-18,2020-07-20,2,1185,593,08-12,2020-07-20 08-12
U-18,2020-07-20,3,0,0,12-16,2020-07-20 12-16
U-18,2020-07-20,4,0,0,16-20,2020-07-20 16-20
U-18,2020-07-20,5,0,0,20-24,2020-07-20 20-24
U-19,2020-07-11,0,0,0,00-04,2020-07-11 00-04
U-19,2020-07-11,1,0,0,04-08,2020-07-11 04-08
U-19,2020-07-11,2,0,0,08-12,2020-07-11 08-12
U-19,2020-07-11,3,0,0,12-16,2020-07-11 12-16
U-19,2020-07-11,4,3203,885,16-20,2020-07-11 16-20
U-19,2020-07-11,5,4231,987,20-24,2020-07-11 20-24
U-19,2020-07-12,0,2162,327,00-04,2020-07-12 00-04
U-19,2020-07-12,1,459,62,04-08,2020-07-12 04-08
U-19,2020-07-12,2,932,303,08-12,2020-07-12 08-12
U-19,2020-07-12,3,1922,614,12-16,2020-07-12 12-16
U-19,2020-07-12,4,2593,747,16-20,2020-07-12 16-20
U-19,2020-07-12,5,3056,608,20-24,2020-07-12 20-24
U-19,2020-07-13,0,1173,192,00-04,2020-07-13 00-04
U-19,2020-07-13,1,626,118,04-08,2020-07-13 04-08
U-19,2020-07-13,2,1166,353,08-12,2020-07-13 08-12
U-19,2020-07-13,3,2020,529,12-16,2020-07-13 12-16
U-19,2020-07-13,4,3141,883,16-20,2020-07-13 16-20
U-19,2020-07-13,5,3108,712,20-24,2020-07-13 20-24
U-19,2020-07-14,0,1643,230,00-04,2020-07-14 00-04
U-19,2020-07-14,1,1004,131,04-08,2020-07-14 04-08
U-19,2020-07-14,2,1499,404,08-12,2020-07-14 08-12
U-19,2020-07-14,3,2103,617,12-16,2020-07-14 12-16
U-19,2020-07-14,4,3798,988,16-20,2020-07-14 16-20
U-19,2020-07-14,5,3678,776,20-24,2020-07-14 20-24
U-19,2020-07-15,0,1817,269,00-04,2020-07-15 00-04
U-19,2020-07-15,1,1041,149,04-08,2020-07-15 04-08
U-19,2020-07-15,2,1791,412,08-12,2020-07-15 08-12
U-19,2020-07-15,3,2488,708,12-16,2020-07-15 12-16
U-19,2020-07-15,4,4002,987,16-20,2020-07-15 16-20
U-19,2020-07-15,5,3697,849,20-24,2020-07-15 20-24
U-19,2020-07-16,0,1579,286,00-04,2020-07-16 00-04
U-19,2020-07-16,1,788,131,04-08,2020-07-16 04-08
U-19,2020-07-16,2,1297,386,08-12,2020-07-16 08-12
U-19,2020-07-16,3,2362,645,12-16,2020-07-16 12-16
U-19,2020-07-16,4,3433,1010,16-20,2020-07-16 16-20
U-19,2020-07-16,5,5074,852,20-24,2020-07-16 20-24
U-19,2020-07-17,0,4786,304,00-04,2020-07-17 00-04
U-19,2020-07-17,1,741,148,04-08,2020-07-17 04-08
U-19,2020-07-17,2,1561,402,08-12,2020-07-17 08-12
U-19,2020-07-17,3,2833,703,12-16,2020-07-17 12-16
U-19,2020-07-17,4,4857,1044,16-20,2020-07-17 16-20
U-19,2020-07-17,5,6596,984,20-24,2020-07-17 20-24
U-19,2020-07-18,0,2620,366,00-04,2020-07-18 00-04
U-19,2020-07-18,1,834,134,04-08,2020-07-18 04-08
U-19,2020-07-18,2,1344,364,08-12,2020-07-18 08-12
U-19,2020-07-18,3,2741,827,12-16,2020-07-18 12-16
U-19,2020-07-18,4,3743,1083,16-20,2020-07-18 16-20
U-19,2020-07-18,5,5081,941,20-24,2020-07-18 20-24
U-19,2020-07-19,0,4982,365,00-04,2020-07-19 00-04
U-19,2020-07-19,1,766,131,04-08,2020-07-19 04-08
U-19,2020-07-19,2,1340,303,08-12,2020-07-19 08-12
U-19,2020-07-19,3,660,190,12-16,2020-07-19 12-16
U-19,2020-07-19,4,0,0,16-20,2020-07-19 16-20
U-19,2020-07-19,5,0,0,20-24,2020-07-19 20-24
U-19,2020-07-20,0,0,0,00-04,2020-07-20 00-04
U-19,2020-07-20,1,0,0,04-08,2020-07-20 04-08
U-19,2020-07-20,2,0,0,08-12,2020-07-20 08-12
U-19,2020-07-20,3,0,0,12-16,2020-07-20 12-16
U-19,2020-07-20,4,0,0,16-20,2020-07-20 16-20
U-19,2020-07-20,5,0,0,20-24,2020-07-20 20-24
U-20,2020-07-11,0,0,0,00-04,2020-07-11 00-04
U-20,2020-07-11,1,0,0,04-08,2020-07-11 04-08
U-20,2020-07-11,2,1960,712,08-12,2020-07-11 08-12
U-20,2020-07-11,3,4067,1154,12-16,2020-07-11 12-16
U-20,2020-07-11,4,3923,1286,16-20,2020-07-11 16-20
U-20,2020-07-11,5,3019,974,20-24,2020-07-11 20-24
U-20,2020-07-12,0,1487,314,00-04,2020-07-12 00-04
U-20,2020-07-12,1,837,152,04-08,2020-07-12 04-08
U-20,2020-07-12,2,1844,483,08-12,2020-07-12 08-12
U-20,2020-07-12,3,2383,794,12-16,2020-07-12 12-16
U-20,2020-07-12,4,3024,844,16-20,2020-07-12 16-20
U-20,2020-07-12,5,2658,580,20-24,2020-07-12 20-24
U-20,2020-07-13,0,980,160,00-04,2020-07-13 00-04
U-20,2020-07-13,1,871,185,04-08,2020-07-13 04-08
U-20,2020-07-13,2,1654,613,08-12,2020-07-13 08-12
U-20,2020-07-13,3,1473,641,12-16,2020-07-13 12-16
U-20,2020-07-13,4,2450,934,16-20,2020-07-13 16-20
U-20,2020-07-13,5,1699,600,20-24,2020-07-13 20-24
U-20,2020-07-14,0,608,159,00-04,2020-07-14 00-04
U-20,2020-07-14,1,521,168,04-08,2020-07-14 04-08
U-20,2020-07-14,2,1564,698,08-12,2020-07-14 08-12
U-20,2020-07-14,3,2390,891,12-16,2020-07-14 12-16
U-20,2020-07-14,4,3185,1252,16-20,2020-07-14 16-20
U-20,2020-07-14,5,2397,785,20-24,2020-07-14 20-24
U-20,2020-07-15,0,875,198,00-04,2020-07-15 00-04
U-20,2020-07-15,1,748,198,04-08,2020-07-15 04-08
U-20,2020-07-15,2,1597,679,08-12,2020-07-15 08-12
U-20,2020-07-15,3,2206,923,12-16,2020-07-15 12-16
U-20,2020-07-15,4,3151,1265,16-20,2020-07-15 16-20
U-20,2020-07-15,5,2233,829,20-24,2020-07-15 20-24
U-20,2020-07-16,0,713,237,00-04,2020-07-16 00-04
U-20,2020-07-16,1,514,222,04-08,2020-07-16 04-08
U-20,2020-07-16,2,1662,790,08-12,2020-07-16 08-12
U-20,2020-07-16,3,2228,901,12-16,2020-07-16 12-16
U-20,2020-07-16,4,3288,1351,16-20,2020-07-16 16-20
U-20,2020-07-16,5,2620,874,20-24,2020-07-16 20-24
U-20,2020-07-17,0,1152,233,00-04,2020-07-17 00-04
U-20,2020-07-17,1,942,225,04-08,2020-07-17 04-08
U-20,2020-07-17,2,1604,712,08-12,2020-07-17 08-12
U-20,2020-07-17,3,2328,981,12-16,2020-07-17 12-16
U-20,2020-07-17,4,3218,1287,16-20,2020-07-17 16-20
U-20,2020-07-17,5,2976,937,20-24,2020-07-17 20-24
U-20,2020-07-18,0,802,259,00-04,2020-07-18 00-04
U-20,2020-07-18,1,526,183,04-08,2020-07-18 04-08
U-20,2020-07-18,2,1454,622,08-12,2020-07-18 08-12
U-20,2020-07-18,3,2395,1023,12-16,2020-07-18 12-16
U-20,2020-07-18,4,2746,1100,16-20,2020-07-18 16-20
U-20,2020-07-18,5,2136,812,20-24,2020-07-18 20-24
U-20,2020-07-19,0,1735,280,00-04,2020-07-19 00-04
U-20,2020-07-19,1,645,150,04-08,2020-07-19 04-08
U-20,2020-07-19,2,1556,488,08-12,2020-07-19 08-12
U-20,2020-07-19,3,2458,808,12-16,2020-07-19 12-16
U-20,2020-07-19,4,2840,956,16-20,2020-07-19 16-20
U-20,2020-07-19,5,2286,660,20-24,2020-07-19 20-24
U-20,2020-07-20,0,1038,239,00-04,2020-07-20 00-04
U-20,2020-07-20,1,936,247,04-08,2020-07-20 04-08
U-20,2020-07-20,2,1080,477,08-12,2020-07-20 08-12
U-20,2020-07-20,3,0,0,12-16,2020-07-20 12-16
U-20,2020-07-20,4,0,0,16-20,2020-07-20 16-20
U-20,2020-07-20,5,0,0,20-24,2020-07-20 20-24
U-NA,2020-07-11,0,0,0,00-04,2020-07-11 00-04
U-NA,2020-07-11,1,0,0,04-08,2020-07-11 04-08
U-NA,2020-07-11,2,756,286,08-12,2020-07-11 08-12
U-NA,2020-07-11,3,2400,757,12-16,2020-07-11 12-16
U-NA,2020-07-11,4,2605,833,16-20,2020-07-11 16-20
U-NA,2020-07-11,5,1805,621,20-24,2020-07-11 20-24
U-NA,2020-07-12,0,539,156,00-04,2020-07-12 00-04
U-NA,2020-07-12,1,225,64,04-08,2020-07-12 04-08
U-NA,2020-07-12,2,628,235,08-12,2020-07-12 08-12
U-NA,2020-07-12,3,1903,561,12-16,2020-07-12 12-16
U-NA,2020-07-12,4,1879,598,16-20,2020-07-12 16-20
U-NA,2020-07-12,5,1261,456,20-24,2020-07-12 20-24
U-NA,2020-07-13,0,314,89,00-04,2020-07-13 00-04
U-NA,2020-07-13,1,269,79,04-08,2020-07-13 04-08
U-NA,2020-07-13,2,328,189,08-12,2020-07-13 08-12
U-NA,2020-07-13,3,0,0,12-16,2020-07-13 12-16
U-NA,2020-07-13,4,0,0,16-20,2020-07-13 16-20
U-NA,2020-07-13,5,0,0,20-24,2020-07-13 20-24
U-NA,2020-07-14,0,0,0,00-04,2020-07-14 00-04
U-NA,2020-07-14,1,0,0,04-08,2020-07-14 04-08
U-NA,2020-07-14,2,0,0,08-12,2020-07-14 08-12
U-NA,2020-07-14,3,0,0,12-16,2020-07-14 12-16
U-NA,2020-07-14,4,0,0,16-20,2020-07-14 16-20
U-NA,2020-07-14,5,0,0,20-24,2020-07-14 20-24
U-NA,2020-07-15,0,0,0,00-04,2020-07-15 00-04
U-NA,2020-07-15,1,0,0,04-08,2020-07-15 04-08
U-NA,2020-07-15,2,0,0,08-12,2020-07-15 08-12
U-NA,2020-07-15,3,0,0,12-16,2020-07-15 12-16
U-NA,2020-07-15,4,0,0,16-20,2020-07-15 16-20
U-NA,2020-07-15,5,0,0,20-24,2020-07-15 20-24
U-NA,2020-07-16,0,0,0,00-04,2020-07-16 00-04
U-NA,2020-07-16,1,0,0,04-08,2020-07-16 04-08
U-NA,2020-07-16,2,0,0,08-12,2020-07-16 08-12
U-NA,2020-07-16,3,411,193,12-16,2020-07-16 12-16
U-NA,2020-07-16,4,1127,174,16-20,2020-07-16 16-20
U-NA,2020-07-16,5,0,0,20-24,2020-07-16 20-24
U-NA,2020-07-17,0,0,0,00-04,2020-07-17 00-04
U-NA,2020-07-17,1,0,0,04-08,2020-07-17 04-08
U-NA,2020-07-17,2,0,0,08-12,2020-07-17 08-12
U-NA,2020-07-17,3,0,0,12-16,2020-07-17 12-16
U-NA,2020-07-17,4,0,0,16-20,2020-07-17 16-20
U-NA,2020-07-17,5,0,0,20-24,2020-07-17 20-24
U-NA,2020-07-18,0,0,0,00-04,2020-07-18 00-04
U-NA,2020-07-18,1,0,0,04-08,2020-07-18 04-08
U-NA,2020-07-18,2,0,0,08-12,2020-07-18 08-12
U-NA,2020-07-18,3,0,0,12-16,2020-07-18 12-16
U-NA,2020-07-18,4,0,0,16-20,2020-07-18 16-20
U-NA,2020-07-18,5,0,0,20-24,2020-07-18 20-24
U-NA,2020-07-19,0,0,0,00-04,2020-07-19 00-04
U-NA,2020-07-19,1,0,0,04-08,2020-07-19 04-08
U-NA,2020-07-19,2,0,0,08-12,2020-07-19 08-12
U-NA,2020-07-19,3,0,0,12-16,2020-07-19 12-16
U-NA,2020-07-19,4,0,0,16-20,2020-07-19 16-20
U-NA,2020-07-19,5,0,0,20-24,2020-07-19 20-24
U-NA,2020-07-20,0,0,0,00-04,2020-07-20 00-04
U-NA,2020-07-20,1,0,0,04-08,2020-07-20 04-08
U-NA,2020-07-20,2,0,0,08-12,2020-07-20 08-12
U-NA,2020-07-20,3,0,0,12-16,2020-07-20 12-16
U-NA,2020-07-20,4,0,0,16-20,2020-07-20 16-20
U-NA,2020-07-20,5,0,0,20-24,2020-07-20 20-24
