id_stayGPS,source_address,nm_prsn,stayGPS_start,stayGPS_end,stayGPS_x,stayGPS_y,stayGPS_duration,matched,wifi_id,spatial_dist,time_overlap,dist_to_nearest_sensor,nearest_sensor,dist_cat
327,94:8b:c1:00:4d:b8,P102,2019-11-04T22:42:30Z,2019-11-04T22:48:15Z,398504.496021916,332883.461213925,345,FALSE,,,,37.28745217616,sensor_lake,30-50m
329,94:8b:c1:00:4d:b8,P102,2019-11-09T10:37:52Z,2019-11-09T10:42:27Z,398301.99795428,333263.118244804,275,FALSE,,,,35.0105097476815,sensor_dorm_front,30-50m
330,94:8b:c1:00:4d:b8,P102,2019-11-09T10:43:17Z,2019-11-09T10:46:37Z,398303.834556538,333262.733473421,200,FALSE,,,,33.2994719104975,sensor_dorm_front,30-50m
331,94:8b:c1:00:4d:b8,P102,2019-11-09T10:48:27Z,2019-11-09T10:53:22Z,398310.001406658,333261.751747604,295,FALSE,,,,27.9207886135703,sensor_dorm_front,<30m
332,94:8b:c1:00:4d:b8,P102,2019-11-09T10:58:52Z,2019-11-09T11:08:32Z,398324.18469014,333263.700189785,580,FALSE,,,,21.8208311489208,sensor_dorm_front,<30m
333,94:8b:c1:00:4d:b8,P102,2019-11-10T16:56:01Z,2019-11-10T16:59:41Z,398462.756335019,333032.81034811,220,FALSE,,,,27.2150245372127,sensor_203_front,<30m
334,94:8b:c1:00:4d:b8,P102,2019-11-14T17:44:14Z,2019-11-14T17:49:34Z,398539.253665284,332848.937288221,320,FALSE,,,,46.6989363671896,sensor_lake,30-50m
336,94:8b:c1:56:72:0a,P041,2019-10-25T13:40:28Z,2019-10-25T13:48:58Z,398473.766850769,332782.922589096,510,FALSE,,,,34.1777386608143,sensor_comm_center,30-50m
338,94:8b:c1:56:72:0a,P041,2019-10-26T21:54:06Z,2019-10-26T21:58:26Z,398412.556980839,333253.447243406,260,FALSE,,,,28.9608901257397,sensor_cafeteria_dorm_side,<30m
343,94:8b:c1:56:72:0a,P041,2019-11-05T23:01:18Z,2019-11-05T23:06:28Z,398475.195627934,332891.625256494,310,FALSE,,,,46.8290364390024,sensor_lake,30-50m
344,94:8b:c1:56:72:0a,P041,2019-11-08T19:34:23Z,2019-11-08T19:37:48Z,398263.187547987,333285.021588739,205,FALSE,,,,40.5602991754989,sensor_parking_dorm,30-50m
345,94:8b:c1:56:72:0a,P041,2019-11-08T19:41:13Z,2019-11-08T19:46:43Z,398253.715024216,333285.831725427,330,FALSE,,,,39.1393903106225,sensor_parking_dorm,30-50m
347,94:8b:c1:56:72:0a,P041,2019-11-09T18:57:37Z,2019-11-09T19:00:57Z,398658.374758349,332871.976491151,200,FALSE,,,,70.303772633934,sensor_bus_station,50-100m
349,94:8b:c1:94:4a:c4,P100,2019-10-25T12:02:29Z,2019-10-25T12:05:29Z,398364.460470168,333228.538979219,180,FALSE,,,,36.819062158932,sensor_dorm_front,30-50m
350,94:8b:c1:94:4a:c4,P100,2019-11-01T22:45:06Z,2019-11-01T22:48:21Z,398322.612546679,333241.223992507,195,FALSE,,,,8.0709688640324,sensor_dorm_front,<30m
352,94:8b:c1:94:4a:c4,P100,2019-11-10T19:58:39Z,2019-11-10T20:02:04Z,398481.383392021,333087.912357014,205,FALSE,,,,18.3474819646006,sensor_football_field_back,<30m
356,9c:f4:8e:10:3c:44,P060,2019-11-04T17:18:43Z,2019-11-04T17:22:38Z,398699.211826455,332937.081605502,235,FALSE,,,,6.63581663569409,sensor_bus_station,<30m
360,a4:5e:60:7b:f8:e0,P072,2019-11-13T19:08:25Z,2019-11-13T19:12:10Z,398452.138152173,333016.649823364,225,FALSE,,,,9.89539151896462,sensor_203_front,<30m
363,a8:2b:b9:0e:01:3c,P026,2019-11-12T20:10:12Z,2019-11-12T20:14:12Z,398271.860877019,333306.051237729,240,FALSE,,,,63.2974384117078,sensor_parking_dorm,50-100m
364,a8:2b:b9:27:e6:dc,P086,2019-10-22T14:38:27Z,2019-10-22T14:43:22Z,398437.799946701,333086.625449763,295,FALSE,,,,25.6163718712099,sensor_football_field_back,<30m
366,a8:2b:b9:27:e6:dc,P086,2019-11-08T11:34:11Z,2019-11-08T11:38:01Z,398411.215186248,333033.004406592,230,FALSE,,,,36.1865538079376,sensor_203_front,30-50m
368,a8:2b:b9:27:e6:dc,P086,2019-11-09T07:24:38Z,2019-11-09T07:34:03Z,398398.786484413,333163.265836145,565,FALSE,,,,34.4859713103029,sensor_TMB_back,30-50m
372,a8:2b:b9:42:e5:2a,P032,2019-11-04T18:02:59Z,2019-11-04T18:08:04Z,398512.362129012,332860.213127016,305,FALSE,,,,23.1934367877731,sensor_lake,<30m
380,a8:2b:b9:52:71:a8,P090,2019-11-05T21:09:44Z,2019-11-05T21:14:19Z,398520.079352782,332894.941532578,275,FALSE,,,,54.295988132438,sensor_lake,50-100m
384,a8:2b:b9:af:cd:a8,P103,2019-10-30T17:42:31Z,2019-10-30T17:47:31Z,398712.406202022,332932.513692132,300,FALSE,,,,17.550877534515,sensor_bus_station,<30m
385,a8:2b:b9:e5:b1:c0,P076,2019-10-28T18:29:39Z,2019-10-28T18:32:39Z,398704.604915482,332935.937312823,180,FALSE,,,,10.4829448346793,sensor_bus_station,<30m
386,a8:2b:b9:ea:16:d8,P037,2019-10-30T14:08:15Z,2019-10-30T14:12:40Z,398408.596922738,333048.673646948,265,FALSE,,,,36.5789554817289,sensor_114_inside,30-50m
387,a8:2b:b9:ea:16:d8,P037,2019-11-02T14:22:14Z,2019-11-02T14:30:04Z,398696.679462062,332939.319325787,470,FALSE,,,,7.47272065417011,sensor_bus_station,<30m
388,a8:2b:b9:ea:16:d8,P037,2019-11-04T18:29:10Z,2019-11-04T18:32:20Z,398674.159020384,332926.375356136,190,FALSE,,,,21.4711729070142,sensor_bus_station,<30m
390,a8:2b:b9:ea:16:d8,P037,2019-11-06T18:59:29Z,2019-11-06T19:04:24Z,398702.8249394,332930.210864815,295,FALSE,,,,8.17844617971914,sensor_bus_station,<30m
391,a8:2b:b9:ea:16:d8,P037,2019-11-07T20:04:02Z,2019-11-07T20:08:12Z,398699.686896034,332929.136396095,250,FALSE,,,,5.64833363853896,sensor_bus_station,<30m
392,a8:2b:b9:ea:16:d8,P037,2019-11-08T17:52:50Z,2019-11-08T17:58:10Z,398703.181301512,332954.044824665,320,FALSE,,,,23.4960932519266,sensor_bus_station,<30m
393,a8:2b:b9:eb:56:7e,P069,2019-10-21T16:38:25Z,2019-10-21T16:43:15Z,398493.966034012,332834.814226898,290,FALSE,,,,13.3948466290546,sensor_lake,<30m
394,a8:2b:b9:eb:56:7e,P069,2019-10-28T18:41:12Z,2019-10-28T18:46:32Z,398310.389964691,332768.448484713,320,FALSE,,,,8.98684122550153,sensor_206_front,<30m
395,a8:2b:b9:eb:56:7e,P069,2019-10-30T17:06:57Z,2019-10-30T17:11:22Z,398665.031990827,332883.284766998,265,FALSE,,,,57.1829193671121,sensor_bus_station,50-100m
396,a8:2b:b9:eb:56:7e,P069,2019-11-06T14:26:17Z,2019-11-06T14:30:17Z,398364.067230808,332919.156937459,240,FALSE,,,,40.1611995032864,sensor_202_in,30-50m
397,a8:2b:b9:eb:56:7e,P069,2019-11-06T14:33:12Z,2019-11-06T14:39:17Z,398365.772770371,332919.771675086,365,FALSE,,,,39.9330977296448,sensor_202_in,30-50m
398,a8:2b:b9:eb:56:7e,P069,2019-11-06T14:42:27Z,2019-11-06T14:48:22Z,398365.642973187,332921.324625963,355,FALSE,,,,38.3951538201653,sensor_202_in,30-50m
400,a8:2b:b9:eb:56:7e,P069,2019-11-06T15:04:07Z,2019-11-06T15:07:07Z,398365.965511327,332922.271657673,180,FALSE,,,,37.5606145941027,sensor_202_in,30-50m
401,a8:2b:b9:eb:56:7e,P069,2019-11-08T16:32:55Z,2019-11-08T16:40:10Z,398703.36265563,332931.515698765,435,FALSE,,,,8.51988682603349,sensor_bus_station,<30m
403,a8:2b:b9:eb:56:7e,P069,2019-11-10T19:42:28Z,2019-11-10T19:47:18Z,398343.464906308,333249.422143016,290,FALSE,,,,14.5274819291796,sensor_dorm_front,<30m
405,a8:2b:b9:eb:56:7e,P069,2019-11-12T18:43:28Z,2019-11-12T18:48:48Z,398380.676025094,333230.154877987,320,FALSE,,,,29.7268484492361,sensor_cafeteria_dorm_side,<30m
409,a8:2b:b9:fb:ea:27,P001,2019-11-01T11:42:36Z,2019-11-01T11:45:41Z,398373.103642614,333229.365283851,185,FALSE,,,,37.0836818433492,sensor_cafeteria_dorm_side,30-50m
412,a8:2b:b9:fb:ea:27,P001,2019-11-07T16:02:12Z,2019-11-07T16:07:07Z,398325.61639731,333232.777165445,295,FALSE,,,,11.1782626493148,sensor_dorm_front,<30m
414,a8:2b:b9:fb:ea:27,P001,2019-11-14T11:20:18Z,2019-11-14T11:24:18Z,398718.006279635,332924.932049366,240,FALSE,,,,24.2214142427899,sensor_bus_station,<30m
416,ac:5f:3e:7b:6d:6e,P106,2019-10-24T18:14:27Z,2019-10-24T18:19:47Z,398480.284831488,333164.33931757,320,FALSE,,,,28.5646912352437,sensor_gym_in,<30m
419,ac:5f:3e:7b:6d:6e,P106,2019-10-29T12:25:09Z,2019-10-29T12:30:09Z,398570.625734182,332702.076504929,300,FALSE,,,,73.348459871777,sensor_btw_104_106,50-100m
423,ac:5f:3e:7b:6d:6e,P106,2019-11-03T12:51:32Z,2019-11-03T13:02:27Z,398397.876739746,333005.165056247,655,FALSE,,,,45.5688475543836,sensor_203_front,30-50m
424,ac:5f:3e:7b:6d:6e,P106,2019-11-03T13:28:43Z,2019-11-03T13:33:38Z,398359.714756851,333026.222826758,295,FALSE,,,,26.4761814989517,sensor_btw_TMB_library,<30m
426,ac:5f:3e:7b:6d:6e,P106,2019-11-05T15:07:22Z,2019-11-05T15:12:12Z,398460.158366556,332889.485625586,290,FALSE,,,,52.5340326723119,sensor_lake,50-100m
427,ac:5f:3e:7b:6d:6e,P106,2019-11-05T15:14:27Z,2019-11-05T15:19:57Z,398323.431165976,333001.615968106,330,FALSE,,,,43.7050582531478,sensor_btw_TMB_library,30-50m
428,ac:5f:3e:7b:6d:6e,P106,2019-11-05T15:49:48Z,2019-11-05T15:55:18Z,398651.680776356,333006.477626713,330,FALSE,,,,58.6447680450307,sensor_football_field_front,50-100m
429,ac:5f:3e:7b:6d:6e,P106,2019-11-05T16:02:58Z,2019-11-05T16:07:48Z,398451.83757024,332897.581471116,290,FALSE,,,,56.6295939552764,sensor_bridge_main_engineer,50-100m
430,ac:5f:3e:7b:6d:6e,P106,2019-11-05T21:48:06Z,2019-11-05T22:03:31Z,398533.19759849,332871.363364545,925,FALSE,,,,46.8062872923209,sensor_lake,30-50m
432,ac:af:b9:ff:1f:4e,P052,2019-11-05T10:17:58Z,2019-11-05T10:22:18Z,398273.660237642,333270.199869905,260,FALSE,,,,33.7551713685643,sensor_parking_dorm,30-50m
433,b0:6f:e0:aa:db:2c,P022,2019-11-04T21:08:58Z,2019-11-04T21:14:48Z,398512.526218378,332860.455711022,350,FALSE,,,,23.4601617902186,sensor_lake,<30m
434,b0:6f:e0:aa:db:2c,P022,2019-11-12T20:10:31Z,2019-11-12T20:13:31Z,398441.189187767,332766.807867238,180,FALSE,,,,24.6838248102508,sensor_108_front_outside,<30m
435,b0:6f:e0:aa:db:2c,P022,2019-11-14T18:04:00Z,2019-11-14T18:07:35Z,398250.554021013,332738.537808038,215,FALSE,,,,59.2023240793263,sensor_206_front,50-100m
438,b0:70:2d:67:cb:ec,P006,2019-11-03T18:08:57Z,2019-11-03T18:13:47Z,398389.846133325,332982.904888013,290,FALSE,,,,28.6971654240033,sensor_202_front,<30m
439,b0:70:2d:67:cb:ec,P006,2019-11-03T18:44:06Z,2019-11-03T18:52:01Z,398405.302002842,332997.460062397,475,FALSE,,,,40.9433016545097,sensor_203_front,30-50m
443,bc:fe:d9:02:87:05,P097,2019-10-30T12:10:50Z,2019-10-30T12:16:25Z,398470.066294808,333028.576941255,335,FALSE,,,,25.5811491170179,sensor_203_1st,<30m
444,bc:fe:d9:02:87:05,P097,2019-11-06T12:00:11Z,2019-11-06T12:06:31Z,398458.205562894,333177.151256331,380,FALSE,,,,19.6660979933056,sensor_gym_front,<30m
446,bc:fe:d9:02:87:05,P097,2019-11-10T10:26:27Z,2019-11-10T10:29:57Z,398706.869515955,332928.856453248,210,FALSE,,,,12.4314852431688,sensor_bus_station,<30m
448,c0:a6:00:15:18:ed,P021,2019-10-21T15:16:41Z,2019-10-21T15:21:11Z,398432.180195732,333014.285302528,270,FALSE,,,,10.2637398469949,sensor_203_front,<30m
449,c0:a6:00:15:18:ed,P021,2019-10-26T14:40:16Z,2019-10-26T14:45:16Z,398717.086527316,332926.39392313,300,FALSE,,,,22.9392814772304,sensor_bus_station,<30m
450,c0:a6:00:15:18:ed,P021,2019-10-29T18:55:09Z,2019-10-29T19:00:04Z,398713.500602031,332924.419178146,295,FALSE,,,,20.149264261858,sensor_bus_station,<30m
452,c0:a6:00:15:18:ed,P021,2019-10-31T14:31:41Z,2019-10-31T14:34:56Z,398451.624238556,332753.88618075,195,FALSE,,,,12.6980161568346,sensor_comm_center,<30m
453,c0:a6:00:15:18:ed,P021,2019-10-31T23:41:45Z,2019-10-31T23:51:15Z,398401.012664277,333056.964284895,570,FALSE,,,,26.5209539645797,sensor_114_inside,<30m
454,c0:a6:00:15:18:ed,P021,2019-10-31T23:55:30Z,2019-11-01T00:01:45Z,398631.442893502,332911.571118856,375,FALSE,,,,56.1557284600272,sensor_btw_201_102,50-100m
456,c0:a6:00:15:18:ed,P021,2019-11-03T14:00:41Z,2019-11-03T14:06:16Z,398450.719413716,333020.705735834,335,FALSE,,,,10.2276848140375,sensor_203_front,<30m
458,c0:a6:00:15:18:ed,P021,2019-11-09T16:13:36Z,2019-11-09T16:20:41Z,398699.096052946,332958.68714439,425,FALSE,,,,26.9507248140312,sensor_bus_station,<30m
463,c0:a6:00:c2:13:1d,P056,2019-10-31T18:37:56Z,2019-10-31T18:41:16Z,398470.687785457,333028.647377579,200,FALSE,,,,25.1047247499134,sensor_203_1st,<30m
465,c0:a6:00:cb:71:ff,P011,2019-11-04T17:25:10Z,2019-11-04T17:33:10Z,398518.193903031,332854.584548444,480,FALSE,,,,26.4311862384012,sensor_lake,<30m
467,c0:a6:00:cb:71:ff,P011,2019-11-04T20:23:14Z,2019-11-04T20:34:19Z,398516.15579324,332891.792886567,665,FALSE,,,,49.6253444098895,sensor_lake,30-50m
470,c0:a6:00:cb:71:ff,P011,2019-11-12T17:06:25Z,2019-11-12T17:09:55Z,398711.477092114,332928.064777778,210,FALSE,,,,17.0923876760741,sensor_bus_station,<30m
471,c4:61:8b:b7:bc:93,P074,2019-10-29T14:01:02Z,2019-10-29T14:09:32Z,398418.269549935,333050.48958903,510,FALSE,,,,39.4307442704281,sensor_114_inside,30-50m
473,c4:93:d9:fc:dc:f8,P075,2019-11-05T20:16:33Z,2019-11-05T20:19:53Z,398519.428054305,332881.088994139,200,FALSE,,,,42.5177025384399,sensor_lake,30-50m
475,d0:7f:a0:fd:aa:cd,P066,2019-10-29T22:36:44Z,2019-10-29T22:43:04Z,398438.769521892,333019.454612517,380,FALSE,,,,5.99766864016777,sensor_203_front,<30m
476,d0:7f:a0:fd:aa:cd,P066,2019-10-31T20:57:55Z,2019-10-31T21:03:45Z,398473.775629478,333026.997055938,350,FALSE,,,,23.0971217661477,sensor_203_2nd,<30m
477,d0:7f:a0:fd:aa:cd,P066,2019-11-04T17:33:15Z,2019-11-04T17:42:55Z,398515.307329871,332868.930938778,580,FALSE,,,,30.8192850501664,sensor_lake,30-50m
478,d0:7f:a0:fd:aa:cd,P066,2019-11-05T11:53:11Z,2019-11-05T11:56:31Z,398336.361861925,333240.663560067,200,FALSE,,,,6.22355118182986,sensor_dorm_front,<30m
480,d0:7f:a0:fd:aa:cd,P066,2019-11-14T15:49:15Z,2019-11-14T15:58:50Z,398505.878180467,332808.903579122,575,FALSE,,,,41.4301157317647,sensor_lake,30-50m
481,d4:11:a3:f6:b9:db,P057,2019-11-12T16:04:38Z,2019-11-12T16:10:03Z,398666.332014266,332999.468397261,325,FALSE,,,,71.3824239588081,sensor_football_field_front,50-100m
483,f4:60:e2:d6:8d:2c,P094,2019-10-23T12:27:44Z,2019-10-23T12:32:24Z,398443.556512329,333129.565880912,280,FALSE,,,,34.7398815561342,sensor_gym_in,30-50m
486,f4:60:e2:d6:8d:2c,P094,2019-10-25T07:08:11Z,2019-10-25T07:11:56Z,398686.867867426,332962.468178416,225,FALSE,,,,31.4302557186437,sensor_bus_station,30-50m
488,f4:60:e2:d6:8d:2c,P094,2019-10-31T18:49:10Z,2019-10-31T18:52:10Z,398361.893512668,333011.927423805,180,FALSE,,,,38.298800167373,sensor_btw_TMB_library,30-50m
489,f4:60:e2:d6:8d:2c,P094,2019-10-31T21:12:05Z,2019-10-31T21:15:45Z,398364.472384146,333008.358993711,220,FALSE,,,,42.7007662329934,sensor_btw_TMB_library,30-50m
490,f4:60:e2:d6:8d:2c,P094,2019-11-04T13:48:05Z,2019-11-04T13:51:40Z,398362.690589378,333020.737577352,215,FALSE,,,,32.2934198247116,sensor_btw_TMB_library,30-50m
491,f4:60:e2:d6:8d:2c,P094,2019-11-05T13:25:57Z,2019-11-05T13:30:27Z,398446.762610556,333135.85030137,270,FALSE,,,,30.9532609725112,sensor_gym_in,30-50m
492,f4:60:e2:d6:8d:2c,P094,2019-11-05T15:35:39Z,2019-11-05T15:39:24Z,398357.81798971,333008.672772502,225,FALSE,,,,38.7970599528085,sensor_btw_TMB_library,30-50m
493,f4:60:e2:d6:8d:2c,P094,2019-11-06T10:05:10Z,2019-11-06T10:09:35Z,398441.073302259,333130.470306336,265,FALSE,,,,37.0412365935008,sensor_gym_in,30-50m
494,f4:60:e2:d6:8d:2c,P094,2019-11-06T11:35:39Z,2019-11-06T11:40:49Z,398527.752981724,332899.198934614,310,FALSE,,,,48.4906333044297,sensor_btw_201_102,30-50m
495,f4:60:e2:d6:8d:2c,P094,2019-11-06T17:19:36Z,2019-11-06T17:24:01Z,398335.054714037,332659.946516896,265,FALSE,,,,41.1786397659935,sensor_btw_110_112,30-50m
496,f4:60:e2:d6:8d:2c,P094,2019-11-07T15:50:10Z,2019-11-07T15:54:20Z,398545.661611747,332895.280012128,250,FALSE,,,,31.1645382926666,sensor_btw_201_102,30-50m
497,f4:60:e2:d6:8d:2c,P094,2019-11-08T15:44:28Z,2019-11-08T15:48:23Z,398342.017922367,332658.282425338,235,FALSE,,,,41.0436502919721,sensor_btw_110_112,30-50m
498,f4:60:e2:d6:8d:2c,P094,2019-11-08T18:07:11Z,2019-11-08T18:15:21Z,398704.012780419,332934.278293905,490,FALSE,,,,9.41423715217805,sensor_bus_station,<30m
499,f4:60:e2:d6:8d:2c,P094,2019-11-13T11:42:41Z,2019-11-13T11:46:46Z,398361.239075734,333011.516339135,245,FALSE,,,,38.2409806542647,sensor_btw_TMB_library,30-50m
500,f4:60:e2:d6:8d:2c,P094,2019-11-13T22:03:27Z,2019-11-13T22:06:57Z,398359.3066215,333018.385374228,210,FALSE,,,,31.6369314784049,sensor_btw_TMB_library,30-50m
504,f8:e9:4e:9d:96:3e,P062,2019-10-25T17:05:11Z,2019-10-25T17:09:51Z,398710.467566476,332929.275474856,280,FALSE,,,,15.8551071305014,sensor_bus_station,<30m
508,f8:e9:4e:9d:96:3e,P062,2019-11-05T17:15:49Z,2019-11-05T17:23:59Z,398482.641520426,332807.69398979,490,FALSE,,,,41.6401663421037,sensor_lake,30-50m
510,f8:e9:4e:9d:96:3e,P062,2019-11-08T09:52:23Z,2019-11-08T10:09:23Z,398447.2253378,333171.042023046,1020,FALSE,,,,7.38464784313272,sensor_gym_front,<30m
