id_stayGPS,source_address,nm_prsn,stayGPS_start,stayGPS_end,stayGPS_x,stayGPS_y,stayGPS_duration,matched,wifi_id,spatial_dist,time_overlap
2,00:5b:94:c3:90:bc,P096,2019-10-24T16:06:34Z,2019-10-24T16:15:24Z,398378.334960726,332933.835802463,530,TRUE,2,22.0761889681876,524
3,00:5b:94:c3:90:bc,P096,2019-10-28T12:30:37Z,2019-10-28T12:40:12Z,398703.901199704,332937.336921188,575,TRUE,3,10.4620326276127,575
6,00:cd:fe:17:e0:d0,P083,2019-10-21T12:23:53Z,2019-10-21T12:28:03Z,398380.239148856,333024.162380173,250,TRUE,6,62.9106357204368,243
8,00:cd:fe:17:e0:d0,P083,2019-10-28T17:26:20Z,2019-10-28T17:34:45Z,398707.79926792,332932.589616608,505,TRUE,8,12.9487453782853,305
13,00:cd:fe:17:e0:d0,P083,2019-11-13T18:07:14Z,2019-11-13T18:10:34Z,398705.446681502,332926.286311106,200,TRUE,12,12.0633501839304,146
14,08:ae:d6:01:a4:85,P046,2019-11-06T09:00:55Z,2019-11-06T09:06:35Z,398686.40824775,332968.432543128,340,TRUE,17,37.3308176237526,340
15,08:ae:d6:01:a4:85,P046,2019-11-08T02:13:06Z,2019-11-08T02:16:56Z,398569.853157957,333145.070567767,230,TRUE,18,8.0511624463208,230
16,08:ae:d6:01:a4:85,P046,2019-11-08T15:59:15Z,2019-11-08T16:08:20Z,398699.017169126,332929.931984361,545,TRUE,20,4.67451362140016,545
17,08:ae:d6:01:a4:85,P046,2019-11-13T17:37:04Z,2019-11-13T17:40:29Z,398717.578515888,332923.589022486,205,TRUE,21,24.2495034892996,205
19,08:ae:d6:11:24:7f,P067,2019-10-28T17:11:23Z,2019-10-28T17:21:08Z,398309.307465696,333259.982266152,585,TRUE,22,27.2886252918934,228
25,08:ae:d6:23:d6:53,P104,2019-10-25T08:33:35Z,2019-10-25T08:37:10Z,398695.101255329,332944.05729344,215,TRUE,31,11.9884385872332,215
26,08:ae:d6:23:d6:53,P104,2019-10-29T17:54:42Z,2019-10-29T17:58:57Z,398226.255603713,333267.050409243,255,TRUE,32,30.4875231900015,255
27,08:ae:d6:23:d6:53,P104,2019-11-01T17:13:56Z,2019-11-01T17:18:51Z,398364.702429067,332933.069070703,295,TRUE,33,30.3687936437871,224
30,08:ae:d6:23:d6:53,P104,2019-11-04T20:50:04Z,2019-11-04T20:53:39Z,398518.565045554,332892.880271914,215,TRUE,35,51.7522532691043,76
31,08:ae:d6:23:d6:53,P104,2019-11-06T20:17:17Z,2019-11-06T20:24:57Z,398333.532859475,333223.461400262,460,TRUE,37,19.5915248574305,223
37,08:ae:d6:28:34:bb,P101,2019-10-22T17:06:14Z,2019-10-22T17:11:04Z,398386.570051189,333142.657009218,290,TRUE,40,27.7103108065026,290
38,08:ae:d6:28:34:bb,P101,2019-10-24T17:31:11Z,2019-10-24T17:37:51Z,398698.321732366,332935.821028478,400,TRUE,43,5.10275202051585,331
39,08:ae:d6:28:34:bb,P101,2019-10-28T13:23:41Z,2019-10-28T13:27:01Z,398542.260492548,333159.504877403,200,TRUE,45,27.5068399513881,200
41,08:ae:d6:28:34:bb,P101,2019-10-29T22:41:15Z,2019-10-29T22:45:40Z,398381.576664168,333139.043733984,265,TRUE,47,26.5859165742372,265
44,08:ae:d6:28:34:bb,P101,2019-10-31T17:37:03Z,2019-10-31T17:40:33Z,398706.061407206,332937.208850665,210,TRUE,50,12.3225854884518,210
45,08:ae:d6:28:34:bb,P101,2019-11-12T10:21:10Z,2019-11-12T10:24:35Z,398706.221781334,332933.340821871,205,TRUE,52,11.4315948061755,150
48,08:ae:d6:28:34:bb,P101,2019-11-14T17:33:46Z,2019-11-14T17:40:11Z,398698.803279781,332932.126950437,385,TRUE,53,3.94277124622674,94
49,08:ae:d6:4c:38:d9,P009,2019-10-22T16:36:04Z,2019-10-22T16:40:49Z,398711.14935576,332921.001713706,285,TRUE,54,19.6938743557373,176
50,08:ae:d6:4c:38:d9,P009,2019-10-31T16:46:52Z,2019-10-31T16:51:17Z,398346.580336699,333109.536251516,265,TRUE,58,53.0209588367803,217
52,08:ae:d6:4c:38:d9,P009,2019-11-10T18:18:07Z,2019-11-10T18:31:22Z,398697.203548506,332962.172552666,795,TRUE,60,30.1923093408529,300
54,08:ae:d6:51:4d:85,P098,2019-10-25T16:40:55Z,2019-10-25T16:45:00Z,398573.16847091,333130.94098132,245,TRUE,72,22.5240318613076,245
55,08:ae:d6:51:4d:85,P098,2019-10-25T17:07:40Z,2019-10-25T17:11:00Z,398694.341775058,332962.900267145,200,TRUE,75,30.8333731067932,160
56,08:ae:d6:51:4d:85,P098,2019-10-28T12:06:02Z,2019-10-28T12:09:57Z,398721.236746505,332923.246614811,235,TRUE,77,27.8129399039547,118
57,08:ae:d6:51:4d:85,P098,2019-10-30T17:19:05Z,2019-10-30T17:26:50Z,398705.65014744,332936.417952652,465,TRUE,78,11.6319181360237,465
59,08:ae:d6:51:4d:85,P098,2019-11-14T11:39:25Z,2019-11-14T11:42:25Z,398712.118024508,332925.537996407,180,TRUE,79,18.4524219592981,180
60,08:ae:d6:5e:ec:bb,P092,2019-10-26T17:36:36Z,2019-10-26T17:40:00Z,398709.313321282,332929.666799007,204,TRUE,81,14.6510710620021,204
62,08:ae:d6:5e:ec:bb,P092,2019-10-30T18:05:50Z,2019-10-30T18:09:35Z,398707.435525785,332933.758277248,225,TRUE,86,12.6872842050749,115
64,08:ae:d6:5e:ec:bb,P092,2019-11-01T15:38:28Z,2019-11-01T15:48:48Z,398393.68506583,332981.330539792,620,TRUE,88,27.8995537265554,180
67,08:ae:d6:63:49:ef,P031,2019-10-28T03:06:11Z,2019-10-28T03:09:31Z,398335.140966687,333228.26394903,200,TRUE,93,15.2711911685365,149
68,08:ae:d6:63:49:ef,P031,2019-10-28T15:54:44Z,2019-10-28T16:02:19Z,398307.844537118,333273.870929156,455,TRUE,94,38.4511216234567,455
71,08:ae:d6:63:49:ef,P031,2019-11-01T08:43:56Z,2019-11-01T08:48:16Z,398381.117352607,332979.660265405,260,TRUE,95,25.7560949289512,176
78,08:ae:d6:63:49:ef,P031,2019-11-04T19:39:50Z,2019-11-04T19:44:10Z,398514.152479973,332859.955028882,260,TRUE,97,24.6144806078706,170
79,08:ae:d6:63:49:ef,P031,2019-11-04T19:46:15Z,2019-11-04T19:53:20Z,398523.975212604,332887.84192461,425,TRUE,98,50.630370196035,145
82,08:ae:d6:65:75:23,P028,2019-10-27T13:34:25Z,2019-10-27T13:37:50Z,398706.662112583,332925.291451006,205,TRUE,104,13.6100862209621,205
83,08:ae:d6:65:75:23,P028,2019-10-27T18:05:19Z,2019-10-27T18:09:39Z,398708.263297015,332924.818094329,260,TRUE,105,15.2391822292902,260
84,08:ae:d6:65:75:23,P028,2019-10-30T12:49:16Z,2019-10-30T12:54:41Z,398437.691281193,333014.410375767,325,TRUE,106,4.75326414068579,324
88,08:ae:d6:65:75:23,P028,2019-11-02T09:53:30Z,2019-11-02T09:56:30Z,398230.701837562,333236.956207698,180,TRUE,108,21.0132514285322,180
92,08:ae:d6:65:75:23,P028,2019-11-08T17:54:40Z,2019-11-08T17:59:50Z,398703.060045399,332935.439626184,310,TRUE,109,8.86407447552868,310
95,08:ae:d6:a4:5a:c3,P036,2019-11-01T13:28:15Z,2019-11-01T13:36:50Z,398696.040568314,332959.227084533,515,TRUE,112,27.1814307053079,515
96,08:ae:d6:a4:5a:c3,P036,2019-11-06T17:06:48Z,2019-11-06T17:09:53Z,398710.29376026,332935.961750237,185,TRUE,114,15.9156840787945,185
97,08:ae:d6:a4:5a:c3,P036,2019-11-12T02:17:52Z,2019-11-12T02:21:27Z,398412.18306065,332949.297323,215,TRUE,115,26.396726430251,180
98,08:ae:d6:ab:44:71,P033,2019-10-28T12:30:44Z,2019-10-28T12:34:49Z,398700.281255872,332937.326772686,245,TRUE,118,7.5498744812944,245
99,08:ae:d6:ab:44:71,P033,2019-11-02T15:16:51Z,2019-11-02T15:25:46Z,398696.110703669,332953.7361843,535,TRUE,122,21.7009390350452,535
100,08:ae:d6:ab:44:71,P033,2019-11-02T15:29:26Z,2019-11-02T15:33:06Z,398703.575183759,332939.624469752,220,TRUE,123,11.5321125482711,220
101,08:ae:d6:ab:44:71,P033,2019-11-02T15:37:21Z,2019-11-02T15:43:56Z,398704.999055812,332950.712545434,395,TRUE,124,21.2197908096286,395
107,08:ae:d6:ab:44:71,P033,2019-11-04T21:44:52Z,2019-11-04T21:48:52Z,398346.42696572,333242.035504941,240,TRUE,127,15.922290430892,228
110,10:f1:f2:0c:51:dc,P063,2019-10-25T16:50:11Z,2019-10-25T16:53:16Z,398708.289515251,332938.646034424,185,TRUE,133,14.9517644101797,185
111,10:f1:f2:0c:51:dc,P063,2019-10-25T16:54:41Z,2019-10-25T16:57:56Z,398702.935367328,332935.322887584,195,TRUE,133,8.70459914968575,195
115,10:f1:f2:0c:51:dc,P063,2019-11-02T12:07:11Z,2019-11-02T12:12:06Z,398697.565758666,332958.296481231,295,TRUE,137,26.364336587287,289
120,10:f1:f2:0c:51:dc,P063,2019-11-04T18:55:57Z,2019-11-04T19:06:12Z,398519.582096404,332889.854872374,615,TRUE,139,49.7054685650387,252
122,10:f1:f2:0c:51:dc,P063,2019-11-04T20:59:40Z,2019-11-04T21:06:10Z,398528.029826002,332862.147906027,390,TRUE,140,62.2309762976702,230
123,10:f1:f2:0c:51:dc,P063,2019-11-06T18:05:43Z,2019-11-06T18:17:48Z,398700.79376926,332937.318575072,725,TRUE,146,7.92042831324587,220
126,10:f1:f2:0c:51:dc,P063,2019-11-08T18:38:24Z,2019-11-08T18:41:34Z,398703.90448637,332936.112708495,190,TRUE,148,9.90553842921361,190
128,10:f1:f2:0c:51:dc,P063,2019-11-11T15:53:23Z,2019-11-11T15:58:08Z,398379.227276085,332942.299649723,285,TRUE,149,14.0356817935273,257
129,10:f1:f2:0c:51:dc,P063,2019-11-14T19:11:47Z,2019-11-14T19:18:42Z,398702.236607597,332946.206493587,415,TRUE,150,15.9438307073724,415
132,18:83:31:b4:0b:f5,P003,2019-11-07T12:17:56Z,2019-11-07T12:25:01Z,398708.109554216,332930.220277019,425,TRUE,152,13.3773295379563,284
134,2c:33:61:97:88:76,P024,2019-10-28T12:37:54Z,2019-10-28T12:41:34Z,398474.718087659,332811.922583511,220,TRUE,154,40.3701424535499,26
135,2c:33:61:97:88:76,P024,2019-10-29T18:28:42Z,2019-10-29T18:39:47Z,398702.811055381,332937.63001154,665,TRUE,155,9.70075310302513,665
136,2c:33:61:97:88:76,P024,2019-11-03T12:51:11Z,2019-11-03T13:00:26Z,398714.678115151,332925.703905678,555,TRUE,156,20.815023502746,169
144,48:60:5f:6b:68:e4,P059,2019-10-26T13:02:06Z,2019-10-26T13:09:56Z,398710.508332157,332934.533689003,470,TRUE,167,15.8400003588713,174
145,50:77:05:18:53:dd,P035,2019-11-03T15:20:09Z,2019-11-03T15:34:54Z,398388.664651546,333030.435986591,885,TRUE,174,56.023746583518,180
148,50:77:05:18:53:dd,P035,2019-11-08T16:48:32Z,2019-11-08T16:53:57Z,398699.721968676,332931.401339449,325,TRUE,175,4.9070124081835,157
150,50:77:05:45:79:93,P051,2019-10-30T14:12:14Z,2019-10-30T14:20:29Z,398512.296089414,332808.546323222,495,TRUE,178,44.234965244623,206
151,50:77:05:45:79:93,P051,2019-10-31T19:27:46Z,2019-10-31T19:31:51Z,398597.763183635,332915.907742421,245,TRUE,179,25.9094791463743,151
152,50:77:05:94:d9:78,P064,2019-10-26T17:25:20Z,2019-10-26T17:29:50Z,398721.987975411,332922.251700323,270,TRUE,185,28.849644077128,270
153,50:77:05:94:d9:78,P064,2019-10-29T19:07:14Z,2019-10-29T19:14:14Z,398710.502990692,332943.11075163,420,TRUE,189,19.1453707535903,420
155,50:77:05:94:d9:78,P064,2019-10-31T16:58:19Z,2019-10-31T17:10:14Z,398702.936645995,332934.44800245,715,TRUE,191,8.41822592272098,634
156,50:77:05:94:d9:78,P064,2019-11-01T19:07:08Z,2019-11-01T19:13:03Z,398698.516675057,332945.852436624,355,TRUE,192,14.2578183276242,355
157,50:77:05:94:d9:78,P064,2019-11-02T23:39:53Z,2019-11-02T23:45:33Z,398326.38620469,333256.601055329,340,TRUE,195,14.3883737972327,340
158,50:77:05:94:d9:78,P064,2019-11-08T19:07:03Z,2019-11-08T19:17:13Z,398698.978942911,332948.72801478,610,TRUE,201,17.1582514486763,610
161,50:77:05:94:d9:78,P064,2019-11-12T19:05:49Z,2019-11-12T19:11:29Z,398711.082996668,332929.917220177,340,TRUE,202,16.3644819332317,340
162,50:77:05:94:d9:78,P064,2019-11-14T17:17:34Z,2019-11-14T17:20:59Z,398692.234223441,332944.006462953,205,TRUE,203,12.2208183638427,205
163,50:77:05:94:d9:78,P064,2019-11-14T17:25:39Z,2019-11-14T17:30:09Z,398708.668917445,332931.758154563,270,TRUE,204,13.8115652258097,270
166,50:77:05:bc:73:a0,P030,2019-11-04T20:47:08Z,2019-11-04T20:50:18Z,398526.878733128,332888.756970401,190,TRUE,214,53.1769595409959,172
167,50:77:05:bc:73:a0,P030,2019-11-06T17:03:39Z,2019-11-06T17:09:54Z,398708.47042013,332928.866457062,375,TRUE,216,13.9817659808674,301
168,50:77:05:bc:73:a0,P030,2019-11-07T16:49:20Z,2019-11-07T16:55:40Z,398695.85970794,332934.392501771,380,TRUE,219,2.52700538540412,200
169,50:77:05:bc:73:a0,P030,2019-11-08T16:27:41Z,2019-11-08T16:38:31Z,398697.812645109,332941.784709975,650,TRUE,220,10.1520348568274,650
170,50:77:05:bc:73:a0,P030,2019-11-09T14:16:06Z,2019-11-09T14:24:06Z,398700.842146083,332933.43781974,480,TRUE,221,6.13536930141095,480
171,50:77:05:bc:73:a0,P030,2019-11-10T04:30:04Z,2019-11-10T04:33:59Z,398652.028871279,333219.870580821,235,TRUE,222,1.90852554205025,235
172,50:77:05:bc:73:a0,P030,2019-11-10T21:22:48Z,2019-11-10T21:32:23Z,398426.077678137,333218.059709504,575,TRUE,223,17.4709797422484,200
178,64:7b:ce:3a:af:36,P049,2019-10-21T17:38:19Z,2019-10-21T17:44:24Z,398710.84042596,332931.683296169,365,TRUE,233,15.984233229146,244
179,64:7b:ce:3a:af:36,P049,2019-10-22T09:37:59Z,2019-10-22T09:40:59Z,398706.815271544,332930.992122567,180,TRUE,235,12.0029789370171,180
185,64:7b:ce:3a:af:36,P049,2019-11-02T09:37:28Z,2019-11-02T09:40:28Z,398709.342452123,332932.712540571,180,TRUE,237,14.4957419568223,112
196,64:7b:ce:56:ca:24,P034,2019-10-22T18:10:07Z,2019-10-22T18:14:47Z,398703.52505647,332932.300582888,280,TRUE,245,8.66718888333531,280
197,64:7b:ce:56:ca:24,P034,2019-10-22T18:16:42Z,2019-10-22T18:20:07Z,398707.830115461,332928.455845814,205,TRUE,245,13.4637199652706,205
208,64:7b:ce:8c:d8:e4,P018,2019-10-24T19:21:11Z,2019-10-24T19:30:01Z,398340.450068456,333255.461524883,530,TRUE,251,16.0723840306119,529
209,64:7b:ce:8c:d8:e4,P018,2019-10-30T19:02:46Z,2019-10-30T19:19:26Z,398703.086648848,332933.569390867,1000,TRUE,253,8.36105837778513,294
211,64:7b:ce:8c:d8:e4,P018,2019-11-07T11:52:06Z,2019-11-07T11:56:11Z,398636.24063422,332802.431305245,245,TRUE,255,24.5780402756269,245
212,64:7b:ce:8c:d8:e4,P018,2019-11-08T18:06:23Z,2019-11-08T18:09:58Z,398706.362999124,332934.543034361,215,TRUE,256,11.7646882331754,215
214,64:7b:ce:8c:d8:e4,P018,2019-11-12T17:05:47Z,2019-11-12T17:09:42Z,398707.117693301,332923.018499868,235,TRUE,257,15.2375025950227,233
218,64:89:f1:45:aa:21,P027,2019-11-08T17:54:34Z,2019-11-08T18:00:24Z,398707.911166565,332926.244083146,350,TRUE,259,14.2921465490213,344
221,64:89:f1:50:ab:c7,P005,2019-11-03T22:33:39Z,2019-11-03T22:50:04Z,398358.460994686,332749.398526765,985,TRUE,262,60.3689245534743,180
223,6c:e8:5c:cd:6f:8c,P039,2019-10-23T08:36:55Z,2019-10-23T08:41:15Z,398469.212657862,333173.933744996,260,TRUE,266,29.5592850902676,255
226,6c:e8:5c:cd:6f:8c,P039,2019-11-03T13:12:31Z,2019-11-03T13:16:01Z,398363.976583731,332640.019355549,210,TRUE,268,85.437496353628,189
231,6c:e8:5c:d8:f0:9d,P044,2019-10-21T17:16:52Z,2019-10-21T17:20:02Z,398359.943523974,333014.819511527,190,TRUE,270,34.8160335070905,180
235,70:70:0d:9c:f4:48,P071,2019-10-23T18:30:32Z,2019-10-23T18:49:32Z,398706.49079385,332928.474847684,1140,TRUE,272,12.1732741299058,800
236,70:70:0d:9c:f4:48,P071,2019-10-25T14:02:59Z,2019-10-25T14:09:34Z,398710.228890559,332931.906549728,395,TRUE,274,15.3688714474647,294
237,70:70:0d:9c:f4:48,P071,2019-11-08T16:04:58Z,2019-11-08T16:10:13Z,398716.050455028,332922.812405369,315,TRUE,275,23.124092164405,173
239,70:70:0d:d9:32:42,P014,2019-10-26T17:30:20Z,2019-10-26T17:36:10Z,398696.876348726,332934.673881552,350,TRUE,276,3.29175361888732,180
242,70:70:0d:d9:32:42,P014,2019-11-05T18:26:59Z,2019-11-05T18:39:39Z,398707.830001939,332937.224368619,760,TRUE,281,13.9553588508859,220
